LOAN_ID,CUSTOMER_ID,REPORTING_DATE,INTODEFAULT,INSTALLMENT_NM,LOAN_AMT,INSTALLMENT_AMT,PAST_DUE_AMT,BUCKET
953867,10,2011-07-31,N,12,10281,856.75,0,19
953867,10,2011-08-31,N,12,10281,856.75,0,20
953867,10,2011-09-30,N,12,10281,856.75,0,21
953867,10,2011-10-31,N,12,10281,856.75,0,22
953868,11,2010-01-31,N,12,12896,1074.67,0,1
953868,11,2010-02-28,N,12,12896,1074.67,0,2
953868,11,2010-03-31,N,12,12896,1074.67,0,3
953868,11,2010-04-30,N,12,12896,1074.67,0,4
953868,11,2010-05-31,N,12,12896,1074.67,0,5
953868,11,2010-06-30,N,12,12896,1074.67,0,6
953868,11,2010-07-31,N,12,12896,1074.67,0,7
953868,11,2010-08-31,N,12,12896,1074.67,0,8
953868,11,2010-09-30,N,12,12896,1074.67,0,9
953868,11,2010-10-31,N,12,12896,1074.67,0,10
953868,11,2010-11-30,N,12,12896,1074.67,0,11
953868,11,2010-12-31,N,12,12896,1074.67,0,12
953868,11,2011-01-31,N,12,12896,1074.67,0,13
953868,11,2011-02-28,N,12,12896,1074.67,0,14
953868,11,2011-03-31,N,12,12896,1074.67,0,15
953868,11,2011-04-30,N,12,12896,1074.67,0,16
953868,11,2011-05-31,N,12,12896,1074.67,0,17
953868,11,2011-06-30,N,12,12896,1074.67,0,18
953868,11,2011-07-31,N,12,12896,1074.67,0,19
953868,11,2011-08-31,N,12,12896,1074.67,0,20
953868,11,2011-09-30,N,12,12896,1074.67,0,21
953868,11,2011-10-31,N,12,12896,1074.67,0,22
953868,11,2011-11-30,N,12,12896,1074.67,0,23
953870,12,2010-01-31,N,48,42078,876.63,0,1
953870,12,2010-02-28,N,48,42078,876.63,0,2
953870,12,2010-03-31,N,48,42078,876.63,0,3
953870,12,2010-04-30,N,48,42078,876.63,0,4
953873,13,2010-01-31,N,12,1076,89.67,0,1
953873,13,2010-02-28,N,12,1076,89.67,0,2
953873,13,2010-03-31,N,12,1076,89.67,0,3
953873,13,2010-04-30,N,12,1076,89.67,0,4
953873,13,2010-05-31,N,12,1076,89.67,0,5
953873,13,2010-06-30,N,12,1076,89.67,0,6
953873,13,2010-07-31,N,12,1076,89.67,0,7
953873,13,2010-08-31,N,12,1076,89.67,0,8
953873,13,2010-09-30,N,12,1076,89.67,0,9
953874,14,2010-01-31,N,24,12816,534,0,1
953924,15,2010-01-31,N,72,12340,171.39,0,1
953931,16,2010-01-31,N,48,41776,870.33,0,1
953931,16,2010-02-28,N,48,41776,870.33,0,2
953931,16,2010-03-31,N,48,41776,870.33,0,3
953931,16,2010-04-30,N,48,41776,870.33,0,4
953931,16,2010-05-31,N,48,41776,870.33,0,5
953931,16,2010-06-30,N,48,41776,870.33,0,6
953931,16,2010-07-31,N,48,41776,870.33,0,7
953931,16,2010-08-31,N,48,41776,870.33,0,8
953931,16,2010-09-30,N,48,41776,870.33,0,9
953931,16,2010-10-31,N,48,41776,870.33,0,10
953931,16,2010-11-30,N,48,41776,870.33,0,11
953931,16,2010-12-31,N,48,41776,870.33,0,12
953931,16,2011-01-31,N,48,41776,870.33,0,13
953931,16,2011-02-28,N,48,41776,870.33,0,14
953931,16,2011-03-31,N,48,41776,870.33,0,15
953931,16,2011-04-30,N,48,41776,870.33,0,16
953931,16,2011-05-31,N,48,41776,870.33,0,17
953931,16,2011-06-30,N,48,41776,870.33,0,18
953931,16,2011-07-31,N,48,41776,870.33,0,19
953931,16,2011-08-31,N,48,41776,870.33,0,20
953935,17,2010-01-31,N,24,3750,156.25,0,1
953935,17,2010-02-28,N,24,3750,156.25,0,2
953935,17,2010-03-31,N,24,3750,156.25,0,3
953935,17,2010-04-30,N,24,3750,156.25,0,4
953935,17,2010-05-31,N,24,3750,156.25,0,5
953935,17,2010-06-30,N,24,3750,156.25,0,6
953935,17,2010-07-31,N,24,3750,156.25,0,7
953935,17,2010-08-31,N,24,3750,156.25,0,8
953935,17,2010-09-30,N,24,3750,156.25,0,9
953935,17,2010-10-31,N,24,3750,156.25,0,10
953935,17,2010-11-30,N,24,3750,156.25,0,11
953935,17,2010-12-31,N,24,3750,156.25,0,12
953939,18,2010-01-31,N,36,37679,1046.64,0,1
953939,18,2010-02-28,N,36,37679,1046.64,0,2
953939,18,2010-03-31,N,36,37679,1046.64,0,3
953939,18,2010-04-30,N,36,37679,1046.64,0,4
953939,18,2010-05-31,N,36,37679,1046.64,0,5
953939,18,2010-06-30,N,36,37679,1046.64,0,6
953939,18,2010-07-31,N,36,37679,1046.64,0,7
953939,18,2010-08-31,N,36,37679,1046.64,0,8
953939,18,2010-09-30,N,36,37679,1046.64,0,9
953939,18,2010-10-31,N,36,37679,1046.64,0,10
953939,18,2010-11-30,N,36,37679,1046.64,0,11
953939,18,2010-12-31,N,36,37679,1046.64,0,12
953939,18,2011-01-31,N,36,37679,1046.64,0,13
953939,18,2011-02-28,N,36,37679,1046.64,0,14
953939,18,2011-03-31,N,36,37679,1046.64,0,15
953939,18,2011-04-30,N,36,37679,1046.64,0,16
953939,18,2011-05-31,N,36,37679,1046.64,0,17
953939,18,2011-06-30,N,36,37679,1046.64,0,18
953939,18,2011-07-31,N,36,37679,1046.64,0,19
953939,18,2011-08-31,N,36,37679,1046.64,0,20
953939,18,2011-09-30,N,36,37679,1046.64,0,21
953939,18,2011-10-31,N,36,37679,1046.64,0,22
953939,18,2011-11-30,N,36,37679,1046.64,0,23
953944,19,2010-01-31,N,72,67388,935.94,0,1
953944,19,2010-02-28,N,72,67388,935.94,0,2
953944,19,2010-03-31,N,72,67388,935.94,0,3
953944,19,2010-04-30,N,72,67388,935.94,0,4
953944,19,2010-05-31,N,72,67388,935.94,0,5
953944,19,2010-06-30,N,72,67388,935.94,0,6
953944,19,2010-07-31,N,72,67388,935.94,0,7
953944,19,2010-08-31,N,72,67388,935.94,0,8
953944,19,2010-09-30,N,72,67388,935.94,0,9
953944,19,2010-10-31,N,72,67388,935.94,0,10
953944,19,2010-11-30,N,72,67388,935.94,0,11
953944,19,2010-12-31,N,72,67388,935.94,0,12
953944,19,2011-01-31,N,72,67388,935.94,0,13
953944,19,2011-02-28,N,72,67388,935.94,0,14
953944,19,2011-03-31,N,72,67388,935.94,0,15
953944,19,2011-04-30,N,72,67388,935.94,0,16
953944,19,2011-05-31,N,72,67388,935.94,0,17
953944,19,2011-06-30,N,72,67388,935.94,0,18
953944,19,2011-07-31,N,72,67388,935.94,0,19
953944,19,2011-08-31,N,72,67388,935.94,0,20
953944,19,2011-09-30,N,72,67388,935.94,0,21
953944,19,2011-10-31,N,72,67388,935.94,0,22
953944,19,2011-11-30,N,72,67388,935.94,0,23
953952,20,2010-01-31,N,24,16895,703.96,0,1
953952,20,2010-02-28,N,24,16895,703.96,0,2
953952,20,2010-03-31,N,24,16895,703.96,0,3
953952,20,2010-04-30,N,24,16895,703.96,0,4
953952,20,2010-05-31,N,24,16895,703.96,0,5
953952,20,2010-06-30,N,24,16895,703.96,0,6
953952,20,2010-07-31,N,24,16895,703.96,0,7
953952,20,2010-08-31,N,24,16895,703.96,0,8
953952,20,2010-09-30,N,24,16895,703.96,0,9
953952,20,2010-10-31,N,24,16895,703.96,0,10
953952,20,2010-11-30,N,24,16895,703.96,0,11
953952,20,2010-12-31,N,24,16895,703.96,0,12
953952,20,2011-01-31,N,24,16895,703.96,0,13
953952,20,2011-02-28,N,24,16895,703.96,0,14
953952,20,2011-03-31,N,24,16895,703.96,0,15
953952,20,2011-04-30,N,24,16895,703.96,0,16
953952,20,2011-05-31,N,24,16895,703.96,0,17
953952,20,2011-06-30,N,24,16895,703.96,0,18
953952,20,2011-07-31,N,24,16895,703.96,0,19
953952,20,2011-08-31,N,24,16895,703.96,0,20
953952,20,2011-09-30,N,24,16895,703.96,0,21
953952,20,2011-10-31,N,24,16895,703.96,0,22
953952,20,2011-11-30,N,24,16895,703.96,0,23
953967,21,2010-01-31,N,12,11858,988.17,0,1
953967,21,2010-02-28,N,12,11858,988.17,0,2
953967,21,2010-03-31,N,12,11858,988.17,0,3
953967,21,2010-04-30,N,12,11858,988.17,0,4
953967,21,2010-05-31,N,12,11858,988.17,0,5
953967,21,2010-06-30,Y,12,11858,988.17,783,6
953967,21,2010-07-31,Y,12,11858,988.17,991,7
953967,21,2010-08-31,Y,12,11858,988.17,1218,8
953967,21,2010-09-30,Y,12,11858,988.17,1914,9
953967,21,2010-10-31,Y,12,11858,988.17,2437,10
953967,21,2010-11-30,Y,12,11858,988.17,3357,11
953967,21,2010-12-31,Y,12,11858,988.17,3772,12
953967,21,2011-01-31,Y,12,11858,988.17,3772,13
953967,21,2011-02-28,Y,12,11858,988.17,3772,14
953967,21,2011-03-31,Y,12,11858,988.17,3772,15
953967,21,2011-04-30,Y,12,11858,988.17,3772,16
953967,21,2011-05-31,Y,12,11858,988.17,3772,17
953967,21,2011-06-30,Y,12,11858,988.17,3772,18
953967,21,2011-07-31,Y,12,11858,988.17,3772,19
953967,21,2011-08-31,Y,12,11858,988.17,3772,20
953967,21,2011-09-30,Y,12,11858,988.17,3772,21
953967,21,2011-10-31,Y,12,11858,988.17,3772,22
953967,21,2011-11-30,Y,12,11858,988.17,3772,23
953969,22,2010-01-31,N,72,19161,266.13,0,1
953969,22,2010-02-28,N,72,19161,266.13,0,2
953969,22,2010-03-31,Y,72,19161,266.13,224,3
953969,22,2010-04-30,Y,72,19161,266.13,383,4
953969,22,2010-05-31,Y,72,19161,266.13,567,5
953971,23,2010-01-31,N,36,37683,1046.75,0,1
953971,23,2010-02-28,N,36,37683,1046.75,0,2
953971,23,2010-03-31,N,36,37683,1046.75,0,3
953971,23,2010-04-30,N,36,37683,1046.75,0,4
953971,23,2010-05-31,N,36,37683,1046.75,0,5
953971,23,2010-06-30,N,36,37683,1046.75,0,6
953971,23,2010-07-31,N,36,37683,1046.75,0,7
953971,23,2010-08-31,N,36,37683,1046.75,0,8
953971,23,2010-09-30,N,36,37683,1046.75,0,9
953971,23,2010-10-31,N,36,37683,1046.75,0,10
953974,24,2010-01-31,N,12,10734,894.5,0,1
953974,24,2010-02-28,N,12,10734,894.5,0,2
953974,24,2010-03-31,N,12,10734,894.5,0,3
953974,24,2010-04-30,N,12,10734,894.5,0,4
953974,24,2010-05-31,N,12,10734,894.5,0,5
953974,24,2010-06-30,N,12,10734,894.5,0,6
953974,24,2010-07-31,N,12,10734,894.5,0,7
953974,24,2010-08-31,N,12,10734,894.5,0,8
953974,24,2010-09-30,N,12,10734,894.5,0,9
953974,24,2010-10-31,N,12,10734,894.5,0,10
953974,24,2010-11-30,N,12,10734,894.5,0,11
953974,24,2010-12-31,N,12,10734,894.5,0,12
953974,24,2011-01-31,N,12,10734,894.5,0,13
953974,24,2011-02-28,N,12,10734,894.5,0,14
953974,24,2011-03-31,N,12,10734,894.5,0,15
953974,24,2011-04-30,N,12,10734,894.5,0,16
953974,24,2011-05-31,N,12,10734,894.5,0,17
953974,24,2011-06-30,N,12,10734,894.5,0,18
953974,24,2011-07-31,N,12,10734,894.5,0,19
953974,24,2011-08-31,N,12,10734,894.5,0,20
953974,24,2011-09-30,N,12,10734,894.5,0,21
953974,24,2011-10-31,N,12,10734,894.5,0,22
953974,24,2011-11-30,N,12,10734,894.5,0,23
953982,25,2010-01-31,N,36,31849,884.69,0,1
953982,25,2010-02-28,N,36,31849,884.69,0,2
953982,25,2010-03-31,N,36,31849,884.69,0,3
953982,25,2010-04-30,N,36,31849,884.69,0,4
953982,25,2010-05-31,N,36,31849,884.69,0,5
953982,25,2010-06-30,N,36,31849,884.69,0,6
953982,25,2010-07-31,N,36,31849,884.69,0,7
953982,25,2010-08-31,N,36,31849,884.69,0,8
953982,25,2010-09-30,N,36,31849,884.69,0,9
953982,25,2010-10-31,N,36,31849,884.69,0,10
953982,25,2010-11-30,N,36,31849,884.69,0,11
953982,25,2010-12-31,N,36,31849,884.69,0,12
953982,25,2011-01-31,N,36,31849,884.69,0,13
953982,25,2011-02-28,N,36,31849,884.69,0,14
953982,25,2011-03-31,N,36,31849,884.69,0,15
953982,25,2011-04-30,N,36,31849,884.69,0,16
953982,25,2011-05-31,N,36,31849,884.69,0,17
953982,25,2011-06-30,N,36,31849,884.69,0,18
953982,25,2011-07-31,N,36,31849,884.69,0,19
953982,25,2011-08-31,N,36,31849,884.69,0,20
953982,25,2011-09-30,N,36,31849,884.69,0,21
953982,25,2011-10-31,N,36,31849,884.69,0,22
953982,25,2011-11-30,N,36,31849,884.69,0,23
953998,26,2010-01-31,N,12,7962,663.5,0,1
953998,26,2010-02-28,N,12,7962,663.5,0,2
953998,26,2010-03-31,N,12,7962,663.5,0,3
954001,27,2010-01-31,N,12,4051,337.58,0,1
954001,27,2010-02-28,N,12,4051,337.58,0,2
954001,27,2010-03-31,N,12,4051,337.58,0,3
954001,27,2010-04-30,N,12,4051,337.58,0,4
954021,28,2010-01-31,N,72,31497,437.46,0,1
954021,28,2010-02-28,N,72,31497,437.46,0,2
954021,28,2010-03-31,N,72,31497,437.46,0,3
954021,28,2010-04-30,N,72,31497,437.46,0,4
954021,28,2010-05-31,N,72,31497,437.46,0,5
954021,28,2010-06-30,N,72,31497,437.46,0,6
954021,28,2010-07-31,N,72,31497,437.46,0,7
954021,28,2010-08-31,N,72,31497,437.46,0,8
954021,28,2010-09-30,N,72,31497,437.46,0,9
954021,28,2010-10-31,N,72,31497,437.46,0,10
954021,28,2010-11-30,N,72,31497,437.46,0,11
954021,28,2010-12-31,N,72,31497,437.46,0,12
954021,28,2011-01-31,N,72,31497,437.46,0,13
954021,28,2011-02-28,N,72,31497,437.46,0,14
954021,28,2011-03-31,N,72,31497,437.46,0,15
954021,28,2011-04-30,N,72,31497,437.46,0,16
954021,28,2011-05-31,N,72,31497,437.46,0,17
954021,28,2011-06-30,N,72,31497,437.46,0,18
954021,28,2011-07-31,N,72,31497,437.46,0,19
954021,28,2011-08-31,N,72,31497,437.46,0,20
954021,28,2011-09-30,N,72,31497,437.46,0,21
954021,28,2011-10-31,N,72,31497,437.46,0,22
954021,28,2011-11-30,N,72,31497,437.46,0,23
954040,29,2010-01-31,N,12,2608,217.33,0,1
954045,30,2010-01-31,N,48,46175,961.98,0,1
954045,30,2010-02-28,N,48,46175,961.98,0,2
954045,30,2010-03-31,N,48,46175,961.98,0,3
954045,30,2010-04-30,N,48,46175,961.98,0,4
954045,30,2010-05-31,N,48,46175,961.98,0,5
954045,30,2010-06-30,N,48,46175,961.98,0,6
954045,30,2010-07-31,N,48,46175,961.98,0,7
954045,30,2010-08-31,N,48,46175,961.98,0,8
954045,30,2010-09-30,N,48,46175,961.98,0,9
954045,30,2010-10-31,N,48,46175,961.98,0,10
954045,30,2010-11-30,N,48,46175,961.98,0,11
954045,30,2010-12-31,N,48,46175,961.98,0,12
954045,30,2011-01-31,N,48,46175,961.98,0,13
954045,30,2011-02-28,N,48,46175,961.98,0,14
954045,30,2011-03-31,Y,48,46175,961.98,862,15
954045,30,2011-04-30,Y,48,46175,961.98,1645,16
954045,30,2011-05-31,Y,48,46175,961.98,2459,17
954045,30,2011-06-30,Y,48,46175,961.98,3096,18
954045,30,2011-07-31,Y,48,46175,961.98,2904,19
954045,30,2011-08-31,Y,48,46175,961.98,2904,20
954045,30,2011-09-30,Y,48,46175,961.98,2423,21
954045,30,2011-10-31,Y,48,46175,961.98,1942,22
954051,31,2010-01-31,N,72,21509,298.74,0,1
954051,31,2010-02-28,N,72,21509,298.74,0,2
954051,31,2010-03-31,N,72,21509,298.74,0,3
954051,31,2010-04-30,N,72,21509,298.74,0,4
954051,31,2010-05-31,N,72,21509,298.74,0,5
954051,31,2010-06-30,N,72,21509,298.74,0,6
954051,31,2010-07-31,N,72,21509,298.74,0,7
954051,31,2010-08-31,N,72,21509,298.74,0,8
954051,31,2010-09-30,N,72,21509,298.74,0,9
954051,31,2010-10-31,N,72,21509,298.74,0,10
954051,31,2010-11-30,N,72,21509,298.74,0,11
954051,31,2010-12-31,N,72,21509,298.74,0,12
954051,31,2011-01-31,N,72,21509,298.74,0,13
954051,31,2011-02-28,N,72,21509,298.74,0,14
954051,31,2011-03-31,N,72,21509,298.74,0,15
954051,31,2011-04-30,N,72,21509,298.74,0,16
954051,31,2011-05-31,N,72,21509,298.74,0,17
954051,31,2011-06-30,N,72,21509,298.74,0,18
954051,31,2011-07-31,N,72,21509,298.74,0,19
954051,31,2011-08-31,N,72,21509,298.74,0,20
954051,31,2011-09-30,N,72,21509,298.74,0,21
954051,31,2011-10-31,N,72,21509,298.74,0,22
954051,31,2011-11-30,N,72,21509,298.74,0,23
953784,32,2010-01-31,N,12,13251,1104.25,0,1
953784,32,2010-02-28,N,12,13251,1104.25,0,2
953784,32,2010-03-31,N,12,13251,1104.25,0,3
953784,32,2010-04-30,N,12,13251,1104.25,0,4
953784,32,2010-05-31,N,12,13251,1104.25,0,5
953784,32,2010-06-30,N,12,13251,1104.25,0,6
953784,32,2010-07-31,N,12,13251,1104.25,0,7
953784,32,2010-08-31,N,12,13251,1104.25,0,8
953784,32,2010-09-30,N,12,13251,1104.25,0,9
953784,32,2010-10-31,N,12,13251,1104.25,0,10
953784,32,2010-11-30,N,12,13251,1104.25,0,11
953784,32,2010-12-31,N,12,13251,1104.25,0,12
953784,32,2011-01-31,N,12,13251,1104.25,0,13
953784,32,2011-02-28,N,12,13251,1104.25,0,14
953784,32,2011-03-31,N,12,13251,1104.25,0,15
953784,32,2011-04-30,Y,12,13251,1104.25,812,16
953784,32,2011-05-31,Y,12,13251,1104.25,812,17
953784,32,2011-06-30,Y,12,13251,1104.25,812,18
953784,32,2011-07-31,Y,12,13251,1104.25,812,19
953784,32,2011-08-31,Y,12,13251,1104.25,812,20
953784,32,2011-09-30,Y,12,13251,1104.25,812,21
953784,32,2011-10-31,Y,12,13251,1104.25,812,22
953784,32,2011-11-30,Y,12,13251,1104.25,812,23
953794,33,2010-01-31,N,24,10156,423.17,0,1
953794,33,2010-02-28,N,24,10156,423.17,0,2
953794,33,2010-03-31,N,24,10156,423.17,0,3
953794,33,2010-04-30,N,24,10156,423.17,0,4
953794,33,2010-05-31,N,24,10156,423.17,0,5
953794,33,2010-06-30,N,24,10156,423.17,0,6
953794,33,2010-07-31,N,24,10156,423.17,0,7
953794,33,2010-08-31,N,24,10156,423.17,0,8
953794,33,2010-09-30,N,24,10156,423.17,0,9
953794,33,2010-10-31,N,24,10156,423.17,0,10
953794,33,2010-11-30,N,24,10156,423.17,0,11
953794,33,2010-12-31,N,24,10156,423.17,0,12
953794,33,2011-01-31,N,24,10156,423.17,0,13
953794,33,2011-02-28,N,24,10156,423.17,0,14
953794,33,2011-03-31,N,24,10156,423.17,0,15
953794,33,2011-04-30,N,24,10156,423.17,0,16
953794,33,2011-05-31,N,24,10156,423.17,0,17
953794,33,2011-06-30,N,24,10156,423.17,0,18
953794,33,2011-07-31,N,24,10156,423.17,0,19
953794,33,2011-08-31,N,24,10156,423.17,0,20
953794,33,2011-09-30,N,24,10156,423.17,0,21
953794,33,2011-10-31,N,24,10156,423.17,0,22
953794,33,2011-11-30,N,24,10156,423.17,0,23
953797,34,2010-01-31,N,24,1016,42.33,0,1
953797,34,2010-02-28,N,24,1016,42.33,0,2
953797,34,2010-03-31,N,24,1016,42.33,0,3
953797,34,2010-04-30,N,24,1016,42.33,0,4
953797,34,2010-05-31,N,24,1016,42.33,0,5
953797,34,2010-06-30,N,24,1016,42.33,0,6
953797,34,2010-07-31,N,24,1016,42.33,0,7
953797,34,2010-08-31,N,24,1016,42.33,0,8
953797,34,2010-09-30,N,24,1016,42.33,0,9
953797,34,2010-10-31,N,24,1016,42.33,0,10
953797,34,2010-11-30,N,24,1016,42.33,0,11
953797,34,2010-12-31,N,24,1016,42.33,0,12
953798,35,2010-01-31,N,12,13523,1126.92,0,1
953806,36,2010-01-31,N,72,91336,1268.56,0,1
953806,36,2010-02-28,N,72,91336,1268.56,0,2
953806,36,2010-03-31,N,72,91336,1268.56,0,3
