INCOME_ID,CUSTOMER_ID,REPORTING_DATE,FIRST_JOB,INCOME,BUCKET
5481428,19,31.10.2010,N,4194,10
5481428,19,30.11.2010,N,4194,11
5481428,19,31.12.2010,N,4194,12
5481428,19,31.01.2011,N,4613,13
5481428,19,28.02.2011,N,4613,14
5481428,19,31.03.2011,N,4613,15
5481428,19,30.04.2011,N,4613,16
5481428,19,31.05.2011,N,4613,17
5481428,19,30.06.2011,N,4613,18
5481428,19,31.07.2011,N,4613,19
5481428,19,31.08.2011,N,4613,20
5481428,19,30.09.2011,N,4613,21
5481428,19,31.10.2011,N,4613,22
5481428,19,30.11.2011,N,4613,23
5481446,20,31.01.2010,N,5862,1
5481446,20,28.02.2010,N,5862,2
5481446,20,31.03.2010,N,5862,3
5481446,20,30.04.2010,N,5862,4
5481446,20,31.05.2010,N,5862,5
5481446,20,30.06.2010,N,5862,6
5481446,20,31.07.2010,N,5862,7
5481446,20,31.08.2010,N,5862,8
5481446,20,30.09.2010,N,5862,9
5481446,20,31.10.2010,N,5862,10
5481446,20,30.11.2010,N,5862,11
5481446,20,31.12.2010,N,5862,12
5481446,20,31.01.2011,N,7034,13
5481446,20,28.02.2011,N,7034,14
5481446,20,31.03.2011,N,7034,15
5481446,20,30.04.2011,N,7034,16
5481446,20,31.05.2011,N,7034,17
5481446,20,30.06.2011,N,7034,18
5481446,20,31.07.2011,N,7034,19
5481446,20,31.08.2011,N,7034,20
5481446,20,30.09.2011,N,7034,21
5481446,20,31.10.2011,N,7034,22
5481446,20,30.11.2011,N,7034,23
5481462,21,31.01.2010,N,3281,1
5481462,21,28.02.2010,N,3281,2
5481462,21,31.03.2010,N,3281,3
5481462,21,30.04.2010,N,3281,4
5481462,21,31.05.2010,N,3281,5
5481462,21,30.06.2010,N,3281,6
5481462,21,31.07.2010,N,3281,7
5481462,21,31.08.2010,N,3281,8
5481462,21,30.09.2010,N,3281,9
5481462,21,31.10.2010,N,3281,10
5481462,21,30.11.2010,N,3281,11
5481462,21,31.12.2010,N,3281,12
5481462,21,31.01.2011,N,3609,13
5481462,21,28.02.2011,N,3609,14
5481462,21,31.03.2011,N,3609,15
5481462,21,30.04.2011,N,3609,16
5481462,21,31.05.2011,N,3609,17
5481462,21,30.06.2011,N,3609,18
5481462,21,31.07.2011,N,3609,19
5481462,21,31.08.2011,N,3609,20
5481462,21,30.09.2011,N,3609,21
5481462,21,31.10.2011,N,3609,22
5481462,21,30.11.2011,N,3609,23
5481478,22,31.01.2010,Y,3041,1
5481478,22,28.02.2010,Y,3041,2
5481478,22,31.03.2010,Y,3041,3
5481478,22,30.04.2010,Y,3041,4
5481478,22,31.05.2010,Y,3041,5
5481495,23,31.01.2010,N,5051,1
5481495,23,28.02.2010,N,5051,2
5481495,23,31.03.2010,N,5051,3
5481495,23,30.04.2010,N,5051,4
5481495,23,31.05.2010,N,5051,5
5481495,23,30.06.2010,N,5051,6
5481495,23,31.07.2010,N,5051,7
5481495,23,31.08.2010,N,5051,8
5481495,23,30.09.2010,N,5051,9
5481495,23,31.10.2010,N,5051,10
5481513,24,31.01.2010,N,6604,1
5481513,24,28.02.2010,N,6604,2
5481513,24,31.03.2010,N,6604,3
5481513,24,30.04.2010,N,6604,4
5481513,24,31.05.2010,N,6604,5
5481513,24,30.06.2010,N,6604,6
5481513,24,31.07.2010,N,6604,7
5481513,24,31.08.2010,N,6604,8
5481513,24,30.09.2010,N,6604,9
5481513,24,31.10.2010,N,6604,10
5481513,24,30.11.2010,N,6604,11
5481513,24,31.12.2010,N,6604,12
5481513,24,31.01.2011,N,7925,13
5481513,24,28.02.2011,N,7925,14
5481513,24,31.03.2011,N,7925,15
5481513,24,30.04.2011,N,7925,16
5481513,24,31.05.2011,N,7925,17
5481513,24,30.06.2011,N,7925,18
5481513,24,31.07.2011,N,7925,19
5481513,24,31.08.2011,N,7925,20
5481513,24,30.09.2011,N,7925,21
5481513,24,31.10.2011,N,7925,22
5481513,24,30.11.2011,N,7925,23
5481532,25,31.01.2010,N,3185,1
5481532,25,28.02.2010,N,3185,2
5481532,25,31.03.2010,N,3185,3
5481532,25,30.04.2010,N,3185,4
5481532,25,31.05.2010,N,3185,5
5481532,25,30.06.2010,N,3185,6
5481532,25,31.07.2010,N,3185,7
5481532,25,31.08.2010,N,3185,8
5481532,25,30.09.2010,N,3185,9
5481532,25,31.10.2010,N,3185,10
5481532,25,30.11.2010,N,3185,11
5481532,25,31.12.2010,N,3185,12
5481532,25,31.01.2011,N,3504,13
5481532,25,28.02.2011,N,3504,14
5481532,25,31.03.2011,N,3504,15
5481532,25,30.04.2011,N,3504,16
5481532,25,31.05.2011,N,3504,17
5481532,25,30.06.2011,N,3504,18
5481532,25,31.07.2011,N,3504,19
5481532,25,31.08.2011,N,3504,20
5481532,25,30.09.2011,N,3504,21
5481532,25,31.10.2011,N,3504,22
5481532,25,30.11.2011,N,3504,23
5481551,26,31.01.2010,N,3584,1
5481551,26,28.02.2010,N,3584,2
5481551,26,31.03.2010,N,3584,3
5481569,27,31.01.2010,Y,4682,1
5481569,27,28.02.2010,Y,4682,2
5481569,27,31.03.2010,Y,4682,3
5481569,27,30.04.2010,Y,4682,4
5481587,28,31.01.2010,Y,3675,1
5481587,28,28.02.2010,Y,3675,2
5481587,28,31.03.2010,Y,3675,3
5481587,28,30.04.2010,Y,3675,4
5481587,28,31.05.2010,Y,3675,5
5481587,28,30.06.2010,Y,3675,6
5481587,28,31.07.2010,Y,3675,7
5481587,28,31.08.2010,Y,3675,8
5481587,28,30.09.2010,Y,3675,9
5481587,28,31.10.2010,Y,3675,10
5481587,28,30.11.2010,Y,3675,11
5481587,28,31.12.2010,Y,3675,12
5481587,28,31.01.2011,Y,4410,13
5481587,28,28.02.2011,Y,4410,14
5481587,28,31.03.2011,Y,4410,15
5481587,28,30.04.2011,Y,4410,16
5481587,28,31.05.2011,Y,4410,17
5481587,28,30.06.2011,Y,4410,18
5481587,28,31.07.2011,Y,4410,19
5481587,28,31.08.2011,Y,4410,20
5481587,28,30.09.2011,Y,4410,21
5481587,28,31.10.2011,Y,4410,22
5481587,28,30.11.2011,Y,4410,23
5481606,29,31.01.2010,N,3508,1
5481624,30,31.01.2010,N,3929,1
5481624,30,28.02.2010,N,3929,2
5481624,30,31.03.2010,N,3929,3
5481624,30,30.04.2010,N,3929,4
5481624,30,31.05.2010,N,3929,5
5481624,30,30.06.2010,N,3929,6
5481624,30,31.07.2010,N,3929,7
5481624,30,31.08.2010,N,3929,8
5481624,30,30.09.2010,N,3929,9
5481624,30,31.10.2010,N,3929,10
5481624,30,30.11.2010,N,3929,11
5481624,30,31.12.2010,N,3929,12
5481624,30,31.01.2011,N,4322,13
5481624,30,28.02.2011,N,4322,14
5481624,30,31.03.2011,N,4322,15
5481624,30,30.04.2011,N,4322,16
5481624,30,31.05.2011,N,4322,17
5481624,30,30.06.2011,N,4322,18
5481624,30,31.07.2011,N,4322,19
5481624,30,31.08.2011,N,4322,20
5481624,30,30.09.2011,N,4322,21
5481624,30,31.10.2011,N,4322,22
5481640,31,31.01.2010,N,8891,1
5481640,31,28.02.2010,N,8891,2
5481640,31,31.03.2010,N,8891,3
5481640,31,30.04.2010,N,8891,4
5481640,31,31.05.2010,N,8891,5
5481640,31,30.06.2010,N,8891,6
5481640,31,31.07.2010,N,8891,7
5481640,31,31.08.2010,N,8891,8
5481640,31,30.09.2010,N,8891,9
5481640,31,31.10.2010,N,8891,10
5481640,31,30.11.2010,N,8891,11
5481640,31,31.12.2010,N,8891,12
5481640,31,31.01.2011,N,10669,13
5481640,31,28.02.2011,N,10669,14
5481640,31,31.03.2011,N,10669,15
5481640,31,30.04.2011,N,10669,16
5481640,31,31.05.2011,N,10669,17
5481640,31,30.06.2011,N,10669,18
5481640,31,31.07.2011,N,10669,19
5481640,31,31.08.2011,N,10669,20
5481640,31,30.09.2011,N,10669,21
5481640,31,31.10.2011,N,10669,22
5481640,31,30.11.2011,N,10669,23
5481164,32,31.01.2010,Y,2964,1
5481164,32,28.02.2010,Y,2964,2
5481164,32,31.03.2010,Y,2964,3
5481164,32,30.04.2010,Y,2964,4
5481164,32,31.05.2010,Y,2964,5
5481164,32,30.06.2010,Y,2964,6
5481164,32,31.07.2010,Y,2964,7
5481164,32,31.08.2010,Y,2964,8
5481164,32,30.09.2010,Y,2964,9
5481164,32,31.10.2010,Y,2964,10
5481164,32,30.11.2010,Y,2964,11
5481164,32,31.12.2010,Y,2964,12
5481164,32,31.01.2011,Y,3260,13
5481164,32,28.02.2011,Y,3260,14
5481164,32,31.03.2011,Y,3260,15
5481164,32,30.04.2011,Y,3260,16
5481164,32,31.05.2011,Y,3260,17
5481164,32,30.06.2011,Y,3260,18
5481164,32,31.07.2011,Y,3260,19
5481164,32,31.08.2011,Y,3260,20
5481164,32,30.09.2011,Y,3260,21
5481164,32,31.10.2011,Y,3260,22
5481164,32,30.11.2011,Y,3260,23
5481180,33,31.01.2010,N,5664,1
5481180,33,28.02.2010,N,5664,2
5481180,33,31.03.2010,N,5664,3
5481180,33,30.04.2010,N,5664,4
5481180,33,31.05.2010,N,5664,5
5481180,33,30.06.2010,N,5664,6
5481180,33,31.07.2010,N,5664,7
5481180,33,31.08.2010,N,5664,8
5481180,33,30.09.2010,N,5664,9
5481180,33,31.10.2010,N,5664,10
5481180,33,30.11.2010,N,5664,11
5481180,33,31.12.2010,N,5664,12
5481180,33,31.01.2011,N,6797,13
5481180,33,28.02.2011,N,6797,14
5481180,33,31.03.2011,N,6797,15
5481180,33,30.04.2011,N,6797,16
5481180,33,31.05.2011,N,6797,17
5481180,33,30.06.2011,N,6797,18
5481180,33,31.07.2011,N,6797,19
5481180,33,31.08.2011,N,6797,20
5481180,33,30.09.2011,N,6797,21
5481180,33,31.10.2011,N,6797,22
5481180,33,30.11.2011,N,6797,23
5481181,34,31.01.2010,N,11324,1
5481181,34,28.02.2010,N,11324,2
5481181,34,31.03.2010,N,11324,3
5481181,34,30.04.2010,N,11324,4
5481181,34,31.05.2010,N,11324,5
5481181,34,30.06.2010,N,11324,6
5481181,34,31.07.2010,N,11324,7
5481181,34,31.08.2010,N,11324,8
5481181,34,30.09.2010,N,11324,9
5481181,34,31.10.2010,N,11324,10
5481181,34,30.11.2010,N,11324,11
5481181,34,31.12.2010,N,11324,12
5481182,35,31.01.2010,N,5473,1
5481198,36,31.01.2010,N,4936,1
5481198,36,28.02.2010,N,4936,2
5481198,36,31.03.2010,N,4936,3
5481198,36,30.04.2010,N,4936,4
5481198,36,31.05.2010,N,4936,5
5481198,36,30.06.2010,N,4936,6
5481216,37,31.01.2010,Y,2630,1
5481216,37,28.02.2010,Y,2630,2
5481216,37,31.03.2010,Y,2630,3
5481216,37,30.04.2010,Y,2630,4
5481216,37,31.05.2010,Y,2630,5
5481216,37,30.06.2010,Y,2630,6
5481216,37,31.07.2010,Y,2630,7
5481216,37,31.08.2010,Y,2630,8
5481216,37,30.09.2010,Y,2630,9
5481216,37,31.10.2010,Y,2630,10
5481216,37,30.11.2010,Y,2630,11
5481216,37,31.12.2010,Y,2630,12
5481216,37,31.01.2011,Y,3156,13
5481216,37,28.02.2011,Y,3156,14
5481216,37,31.03.2011,Y,3156,15
5481216,37,30.04.2011,Y,3156,16
5481216,37,31.05.2011,Y,3156,17
5481216,37,30.06.2011,Y,3156,18
5481216,37,31.07.2011,Y,3156,19
5481216,37,31.08.2011,Y,3156,20
5481216,37,30.09.2011,Y,3156,21
5481216,37,31.10.2011,Y,3156,22
5481216,37,30.11.2011,Y,3156,23
5481234,38,31.01.2010,N,4217,1
5481234,38,28.02.2010,N,4217,2
5481234,38,31.03.2010,N,4217,3
5481234,38,30.04.2010,N,4217,4
5481234,38,31.05.2010,N,4217,5
5481234,38,30.06.2010,N,4217,6
5481234,38,31.07.2010,N,4217,7
5481234,38,31.08.2010,N,4217,8
5481234,38,30.09.2010,N,4217,9
5481234,38,31.10.2010,N,4217,10
5481234,38,30.11.2010,N,4217,11
5481234,38,31.12.2010,N,4217,12
5481234,38,31.01.2011,N,4639,13
5481234,38,28.02.2011,N,4639,14
5481234,38,31.03.2011,N,4639,15
5481234,38,30.04.2011,N,4639,16
5481234,38,31.05.2011,N,4639,17
5481234,38,30.06.2011,N,4639,18
5481234,38,31.07.2011,N,4639,19
5481234,38,31.08.2011,N,4639,20
5481234,38,30.09.2011,N,4639,21
5481234,38,31.10.2011,N,4639,22
5481234,38,30.11.2011,N,4639,23
5481252,39,31.01.2010,N,3989,1
5481252,39,28.02.2010,N,3989,2
5481252,39,31.03.2010,N,3989,3
5481252,39,30.04.2010,N,3989,4
5481252,39,31.05.2010,N,3989,5
5481252,39,30.06.2010,N,3989,6
5481252,39,31.07.2010,N,3989,7
5481252,39,31.08.2010,N,3989,8
5481252,39,30.09.2010,N,3989,9
5481252,39,31.10.2010,N,3989,10
5481252,39,30.11.2010,N,3989,11
5481252,39,31.12.2010,N,3989,12
5481252,39,31.01.2011,N,4787,13
5481252,39,28.02.2011,N,4787,14
5481252,39,31.03.2011,N,4787,15
5481252,39,30.04.2011,N,4787,16
5481252,39,31.05.2011,N,4787,17
5481252,39,30.06.2011,N,4787,18
5481252,39,31.07.2011,N,4787,19
5481252,39,31.08.2011,N,4787,20
5481252,39,30.09.2011,N,4787,21
5481252,39,31.10.2011,N,4787,22
5481252,39,30.11.2011,N,4787,23
5481269,40,31.01.2010,N,15940,1
5481269,40,28.02.2010,N,15940,2
5481269,40,31.03.2010,N,15940,3
5481269,40,30.04.2010,N,15940,4
5481269,40,31.05.2010,N,15940,5
5481269,40,30.06.2010,N,15940,6
5481269,40,31.07.2010,N,15940,7
5481269,40,31.08.2010,N,15940,8
5481269,40,30.09.2010,N,15940,9
5481269,40,31.10.2010,N,15940,10
5481269,40,30.11.2010,N,15940,11
5481269,40,31.12.2010,N,15940,12
5481269,40,31.01.2011,N,19128,13
5481269,40,28.02.2011,N,19128,14
5481269,40,31.03.2011,N,19128,15
5481269,40,30.04.2011,N,19128,16
5481269,40,31.05.2011,N,19128,17
5481269,40,30.06.2011,N,19128,18
5481269,40,31.07.2011,N,19128,19
5481287,41,31.01.2010,N,5400,1
5481287,41,28.02.2010,N,5400,2
5481287,41,31.03.2010,N,5400,3
5481287,41,30.04.2010,N,5400,4
5481287,41,31.05.2010,N,5400,5
5481287,41,30.06.2010,N,5400,6
5481287,41,31.07.2010,N,5400,7
5481287,41,31.08.2010,N,5400,8
5481287,41,30.09.2010,N,5400,9
5481287,41,31.10.2010,N,5400,10
5481287,41,30.11.2010,N,5400,11
5481287,41,31.12.2010,N,5400,12
5481287,41,31.01.2011,N,5940,13
5481287,41,28.02.2011,N,5940,14
5481287,41,31.03.2011,N,5940,15
5481287,41,30.04.2011,N,5940,16
5481287,41,31.05.2011,N,5940,17
5481287,41,30.06.2011,N,5940,18
5481287,41,31.07.2011,N,5940,19
5481287,41,31.08.2011,N,5940,20
5481287,41,30.09.2011,N,5940,21
5481305,42,31.01.2010,N,4199,1
5481305,42,28.02.2010,N,4199,2
5481305,42,31.03.2010,N,4199,3
5481305,42,30.04.2010,N,4199,4
5481305,42,31.05.2010,N,4199,5
5481305,42,30.06.2010,N,4199,6
5481305,42,31.07.2010,N,4199,7
5481305,42,31.08.2010,N,4199,8
5481305,42,30.09.2010,N,4199,9
5481305,42,31.10.2010,N,4199,10
5481305,42,30.11.2010,N,4199,11
5481305,42,31.12.2010,N,4199,12
5481305,42,31.01.2011,N,5039,13
5481305,42,28.02.2011,N,5039,14
5481305,42,31.03.2011,N,5039,15
5481305,42,30.04.2011,N,5039,16
5481305,42,31.05.2011,N,5039,17
5481305,42,30.06.2011,N,5039,18
5481305,42,31.07.2011,N,5039,19
5481305,42,31.08.2011,N,5039,20
5481305,42,30.09.2011,N,5039,21
5481305,42,31.10.2011,N,5039,22
5481305,42,30.11.2011,N,5039,23
5481322,43,31.01.2010,N,3601,1
5481322,43,28.02.2010,N,3601,2
5481322,43,31.03.2010,N,3601,3
5481322,43,30.04.2010,N,3601,4
5481322,43,31.05.2010,N,3601,5
5481322,43,30.06.2010,N,3601,6
5481322,43,31.07.2010,N,3601,7
5481322,43,31.08.2010,N,3601,8
5481322,43,30.09.2010,N,3601,9
5481322,43,31.10.2010,N,3601,10
5481322,43,30.11.2010,N,3601,11
5481322,43,31.12.2010,N,3601,12
5481322,43,31.01.2011,N,3961,13
5481322,43,28.02.2011,N,3961,14
5481322,43,31.03.2011,N,3961,15
5481322,43,30.04.2011,N,3961,16
5481322,43,31.05.2011,N,3961,17
5481322,43,30.06.2011,N,3961,18
5481322,43,31.07.2011,N,3961,19
5481322,43,31.08.2011,N,3961,20
5481322,43,30.09.2011,N,3961,21
5481322,43,31.10.2011,N,3961,22
5481322,43,30.11.2011,N,3961,23
5481338,44,31.01.2010,N,5901,1
5481338,44,28.02.2010,N,5901,2
5481338,44,31.03.2010,N,5901,3
5481338,44,30.04.2010,N,5901,4
5481338,44,31.05.2010,N,5901,5
5481338,44,30.06.2010,N,5901,6
5481338,44,31.07.2010,N,5901,7
5481338,44,31.08.2010,N,5901,8
5481338,44,30.09.2010,N,5901,9
5481338,44,31.10.2010,N,5901,10
5481338,44,30.11.2010,N,5901,11
5481338,44,31.12.2010,N,5901,12
5481338,44,31.01.2011,N,6491,13
5481338,44,28.02.2011,N,6491,14
5481338,44,31.03.2011,N,6491,15
5481356,45,31.01.2010,N,5248,1
5481356,45,28.02.2010,N,5248,2
5481356,45,31.03.2010,N,5248,3
5481356,45,30.04.2010,N,5248,4
5481356,45,31.05.2010,N,5248,5
5481356,45,30.06.2010,N,5248,6
5481356,45,31.07.2010,N,5248,7
5481356,45,31.08.2010,N,5248,8
5481356,45,30.09.2010,N,5248,9
