CUSTOMER_ID,REPORTING_DATE,EDUCATION,AGE,BUCKET
8,31.03.2010,Secondary,28,3
9,31.01.2010,Higher Education,23,1
9,28.02.2010,Higher Education,23,2
9,31.03.2010,Higher Education,23,3
10,31.01.2010,Secondary,23,1
10,28.02.2010,Secondary,23,2
10,31.03.2010,Secondary,23,3
10,30.04.2010,Secondary,23,4
10,31.05.2010,Secondary,23,5
10,30.06.2010,Secondary,23,6
10,31.07.2010,Secondary,23,7
10,31.08.2010,Secondary,23,8
10,30.09.2010,Secondary,23,9
10,31.10.2010,Secondary,23,10
10,30.11.2010,Secondary,23,11
10,31.12.2010,Secondary,23,12
10,31.01.2011,Secondary,24,13
10,28.02.2011,Secondary,24,14
10,31.03.2011,Secondary,24,15
10,30.04.2011,Secondary,24,16
10,31.05.2011,Secondary,24,17
10,30.06.2011,Secondary,24,18
10,31.07.2011,Secondary,24,19
10,31.08.2011,Secondary,24,20
10,30.09.2011,Secondary,24,21
10,31.10.2011,Secondary,24,22
11,31.01.2010,Secondary,32,1
11,28.02.2010,Secondary,32,2
11,31.03.2010,Secondary,32,3
11,30.04.2010,Higher Education,32,4
11,31.05.2010,Higher Education,32,5
11,30.06.2010,Higher Education,32,6
11,31.07.2010,Higher Education,32,7
11,31.08.2010,Secondary,32,8
11,30.09.2010,Secondary,32,9
11,31.10.2010,Higher Education,32,10
11,30.11.2010,Secondary,32,11
11,31.12.2010,Higher Education,32,12
11,31.01.2011,Higher Education,33,13
11,28.02.2011,Secondary,33,14
11,31.03.2011,Secondary,33,15
11,30.04.2011,Higher Education,33,16
11,31.05.2011,Higher Education,33,17
11,30.06.2011,Secondary,33,18
11,31.07.2011,Higher Education,33,19
11,31.08.2011,Secondary,33,20
11,30.09.2011,Secondary,33,21
11,31.10.2011,Secondary,33,22
11,30.11.2011,Higher Education,33,23
12,31.01.2010,Higher Education,20,1
12,28.02.2010,Higher Education,20,2
12,31.03.2010,Higher Education,20,3
12,30.04.2010,Higher Education,20,4
13,31.01.2010,Secondary,35,1
13,28.02.2010,Secondary,35,2
13,31.03.2010,Secondary,35,3
13,30.04.2010,Higher Education,35,4
13,31.05.2010,Higher Education,35,5
13,30.06.2010,Higher Education,35,6
13,31.07.2010,Secondary,35,7
13,31.08.2010,Higher Education,35,8
13,30.09.2010,Higher Education,35,9
14,31.01.2010,Higher Education,18,1
15,31.01.2010,Higher Education,45,1
16,31.01.2010,Higher Education,36,1
16,28.02.2010,Higher Education,36,2
16,31.03.2010,Higher Education,36,3
16,30.04.2010,Higher Education,36,4
16,31.05.2010,Higher Education,36,5
16,30.06.2010,Higher Education,36,6
16,31.07.2010,Higher Education,36,7
16,31.08.2010,Higher Education,36,8
16,30.09.2010,Higher Education,36,9
16,31.10.2010,Higher Education,36,10
16,30.11.2010,Higher Education,36,11
16,31.12.2010,Higher Education,36,12
16,31.01.2011,Higher Education,37,13
16,28.02.2011,Higher Education,37,14
16,31.03.2011,Higher Education,37,15
16,30.04.2011,Higher Education,37,16
16,31.05.2011,Higher Education,37,17
16,30.06.2011,Higher Education,37,18
16,31.07.2011,Higher Education,37,19
16,31.08.2011,Higher Education,37,20
17,31.01.2010,Higher Education,42,1
17,28.02.2010,Higher Education,42,2
17,31.03.2010,Higher Education,42,3
17,30.04.2010,Higher Education,42,4
17,31.05.2010,Higher Education,42,5
17,30.06.2010,Higher Education,42,6
17,31.07.2010,Higher Education,42,7
17,31.08.2010,Higher Education,42,8
17,30.09.2010,Higher Education,42,9
17,31.10.2010,Higher Education,42,10
17,30.11.2010,Higher Education,42,11
17,31.12.2010,Higher Education,42,12
18,31.01.2010,Higher Education,25,1
18,28.02.2010,Higher Education,25,2
18,31.03.2010,Higher Education,25,3
18,30.04.2010,Higher Education,25,4
18,31.05.2010,Higher Education,25,5
18,30.06.2010,Higher Education,25,6
18,31.07.2010,Higher Education,25,7
18,31.08.2010,Higher Education,25,8
18,30.09.2010,Higher Education,25,9
18,31.10.2010,Higher Education,25,10
18,30.11.2010,Higher Education,25,11
18,31.12.2010,Higher Education,25,12
18,31.01.2011,Higher Education,26,13
18,28.02.2011,Higher Education,26,14
18,31.03.2011,Higher Education,26,15
18,30.04.2011,Higher Education,26,16
18,31.05.2011,Higher Education,26,17
18,30.06.2011,Higher Education,26,18
18,31.07.2011,Higher Education,26,19
18,31.08.2011,Higher Education,26,20
18,30.09.2011,Higher Education,26,21
18,31.10.2011,Higher Education,26,22
18,30.11.2011,Higher Education,26,23
19,31.01.2010,Higher Education,37,1
19,28.02.2010,Higher Education,37,2
19,31.03.2010,Higher Education,37,3
19,30.04.2010,Higher Education,37,4
19,31.05.2010,Higher Education,37,5
19,30.06.2010,Higher Education,37,6
19,31.07.2010,Higher Education,37,7
19,31.08.2010,Higher Education,37,8
19,30.09.2010,Higher Education,37,9
19,31.10.2010,Higher Education,37,10
19,30.11.2010,Higher Education,37,11
19,31.12.2010,Higher Education,37,12
19,31.01.2011,Higher Education,38,13
19,28.02.2011,Higher Education,38,14
19,31.03.2011,Higher Education,38,15
19,30.04.2011,Higher Education,38,16
19,31.05.2011,Higher Education,38,17
19,30.06.2011,Higher Education,38,18
19,31.07.2011,Higher Education,38,19
19,31.08.2011,Higher Education,38,20
19,30.09.2011,Higher Education,38,21
19,31.10.2011,Higher Education,38,22
19,30.11.2011,Higher Education,38,23
20,31.01.2010,Secondary,36,1
20,28.02.2010,Secondary,36,2
20,31.03.2010,Secondary,36,3
20,30.04.2010,Secondary,36,4
20,31.05.2010,Secondary,36,5
20,30.06.2010,Secondary,36,6
20,31.07.2010,Secondary,36,7
20,31.08.2010,Secondary,36,8
20,30.09.2010,Secondary,36,9
20,31.10.2010,Secondary,36,10
20,30.11.2010,Secondary,36,11
20,31.12.2010,Secondary,36,12
20,31.01.2011,Secondary,37,13
20,28.02.2011,Secondary,37,14
20,31.03.2011,Secondary,37,15
20,30.04.2011,Secondary,37,16
20,31.05.2011,Secondary,37,17
20,30.06.2011,Secondary,37,18
20,31.07.2011,Secondary,37,19
20,31.08.2011,Secondary,37,20
20,30.09.2011,Secondary,37,21
20,31.10.2011,Secondary,37,22
20,30.11.2011,Secondary,37,23
21,31.01.2010,Higher Education,38,1
21,28.02.2010,Higher Education,38,2
21,31.03.2010,Higher Education,38,3
21,30.04.2010,Higher Education,38,4
21,31.05.2010,Higher Education,38,5
21,30.06.2010,Higher Education,38,6
21,31.07.2010,Higher Education,38,7
21,31.08.2010,Higher Education,38,8
21,30.09.2010,Higher Education,38,9
21,31.10.2010,Higher Education,38,10
21,30.11.2010,Higher Education,38,11
21,31.12.2010,Higher Education,38,12
21,31.01.2011,Higher Education,39,13
21,28.02.2011,Higher Education,39,14
21,31.03.2011,Higher Education,39,15
21,30.04.2011,Higher Education,39,16
21,31.05.2011,Higher Education,39,17
21,30.06.2011,Higher Education,39,18
21,31.07.2011,Higher Education,39,19
21,31.08.2011,Higher Education,39,20
21,30.09.2011,Higher Education,39,21
21,31.10.2011,Higher Education,39,22
21,30.11.2011,Higher Education,39,23
22,31.01.2010,Secondary,21,1
22,28.02.2010,Higher Education,21,2
22,31.03.2010,Secondary,21,3
22,30.04.2010,Higher Education,21,4
22,31.05.2010,Secondary,21,5
23,31.01.2010,Secondary,34,1
23,28.02.2010,Secondary,34,2
23,31.03.2010,Secondary,34,3
23,30.04.2010,Secondary,34,4
23,31.05.2010,Secondary,34,5
23,30.06.2010,Secondary,34,6
23,31.07.2010,Secondary,34,7
23,31.08.2010,Secondary,34,8
23,30.09.2010,Secondary,34,9
23,31.10.2010,Secondary,34,10
24,31.01.2010,Higher Education,39,1
24,28.02.2010,Higher Education,39,2
24,31.03.2010,Higher Education,39,3
24,30.04.2010,Higher Education,39,4
24,31.05.2010,Higher Education,39,5
24,30.06.2010,Higher Education,39,6
24,31.07.2010,Higher Education,39,7
24,31.08.2010,Higher Education,39,8
24,30.09.2010,Higher Education,39,9
24,31.10.2010,Higher Education,39,10
24,30.11.2010,Higher Education,39,11
24,31.12.2010,Higher Education,39,12
24,31.01.2011,Higher Education,40,13
24,28.02.2011,Higher Education,40,14
24,31.03.2011,Higher Education,40,15
24,30.04.2011,Higher Education,40,16
24,31.05.2011,Higher Education,40,17
24,30.06.2011,Higher Education,40,18
24,31.07.2011,Higher Education,40,19
24,31.08.2011,Higher Education,40,20
24,30.09.2011,Higher Education,40,21
24,31.10.2011,Higher Education,40,22
24,30.11.2011,Higher Education,40,23
25,31.01.2010,Higher Education,42,1
25,28.02.2010,Higher Education,42,2
25,31.03.2010,Higher Education,42,3
25,30.04.2010,Secondary,42,4
25,31.05.2010,Secondary,42,5
25,30.06.2010,Secondary,42,6
25,31.07.2010,Higher Education,42,7
25,31.08.2010,Higher Education,42,8
25,30.09.2010,Higher Education,42,9
25,31.10.2010,Higher Education,42,10
25,30.11.2010,Secondary,42,11
25,31.12.2010,Higher Education,42,12
25,31.01.2011,Secondary,43,13
25,28.02.2011,Higher Education,43,14
25,31.03.2011,Higher Education,43,15
25,30.04.2011,Secondary,43,16
25,31.05.2011,Higher Education,43,17
25,30.06.2011,Higher Education,43,18
25,31.07.2011,Secondary,43,19
25,31.08.2011,Secondary,43,20
25,30.09.2011,Higher Education,43,21
25,31.10.2011,Secondary,43,22
25,30.11.2011,Higher Education,43,23
26,31.01.2010,Elementary,41,1
26,28.02.2010,Elementary,41,2
26,31.03.2010,Elementary,41,3
27,31.01.2010,Higher Education,19,1
27,28.02.2010,Secondary,19,2
27,31.03.2010,Higher Education,19,3
27,30.04.2010,Higher Education,19,4
28,31.01.2010,Higher Education,22,1
28,28.02.2010,Higher Education,22,2
28,31.03.2010,Higher Education,22,3
28,30.04.2010,Higher Education,22,4
28,31.05.2010,Higher Education,22,5
28,30.06.2010,Higher Education,22,6
28,31.07.2010,Higher Education,22,7
28,31.08.2010,Higher Education,22,8
28,30.09.2010,Higher Education,22,9
28,31.10.2010,Higher Education,22,10
28,30.11.2010,Higher Education,22,11
28,31.12.2010,Higher Education,22,12
28,31.01.2011,Higher Education,23,13
28,28.02.2011,Higher Education,23,14
28,31.03.2011,Higher Education,23,15
28,30.04.2011,Higher Education,23,16
28,31.05.2011,Higher Education,23,17
28,30.06.2011,Higher Education,23,18
28,31.07.2011,Higher Education,23,19
28,31.08.2011,Higher Education,23,20
28,30.09.2011,Higher Education,23,21
28,31.10.2011,Higher Education,23,22
28,30.11.2011,Higher Education,23,23
29,31.01.2010,Elementary,49,1
30,31.01.2010,Secondary,27,1
30,28.02.2010,Secondary,27,2
30,31.03.2010,Secondary,27,3
30,30.04.2010,Secondary,27,4
30,31.05.2010,Secondary,27,5
30,30.06.2010,Secondary,27,6
30,31.07.2010,Secondary,27,7
30,31.08.2010,Secondary,27,8
30,30.09.2010,Secondary,27,9
30,31.10.2010,Secondary,27,10
30,30.11.2010,Secondary,27,11
30,31.12.2010,Secondary,27,12
30,31.01.2011,Secondary,28,13
30,28.02.2011,Secondary,28,14
30,31.03.2011,Secondary,28,15
30,30.04.2011,Secondary,28,16
30,31.05.2011,Secondary,28,17
30,30.06.2011,Secondary,28,18
30,31.07.2011,Secondary,28,19
30,31.08.2011,Secondary,28,20
30,30.09.2011,Secondary,28,21
30,31.10.2011,Secondary,28,22
31,31.01.2010,Higher Education,53,1
31,28.02.2010,Higher Education,53,2
31,31.03.2010,Higher Education,53,3
31,30.04.2010,Higher Education,53,4
31,31.05.2010,Secondary,53,5
31,30.06.2010,Higher Education,53,6
31,31.07.2010,Secondary,53,7
31,31.08.2010,Higher Education,53,8
31,30.09.2010,Higher Education,53,9
31,31.10.2010,Higher Education,53,10
31,30.11.2010,Higher Education,53,11
31,31.12.2010,Secondary,53,12
31,31.01.2011,Higher Education,54,13
31,28.02.2011,Higher Education,54,14
31,31.03.2011,Higher Education,54,15
31,30.04.2011,Higher Education,54,16
31,31.05.2011,Higher Education,54,17
31,30.06.2011,Higher Education,54,18
31,31.07.2011,Secondary,54,19
31,31.08.2011,Higher Education,54,20
31,30.09.2011,Secondary,54,21
31,31.10.2011,Higher Education,54,22
31,30.11.2011,Secondary,54,23
32,31.01.2010,Higher Education,18,1
32,28.02.2010,Higher Education,18,2
32,31.03.2010,Higher Education,18,3
32,30.04.2010,Secondary,18,4
32,31.05.2010,Secondary,18,5
32,30.06.2010,Higher Education,18,6
32,31.07.2010,Higher Education,18,7
32,31.08.2010,Higher Education,18,8
32,30.09.2010,Secondary,18,9
32,31.10.2010,Higher Education,18,10
32,30.11.2010,Higher Education,18,11
32,31.12.2010,Higher Education,18,12
32,31.01.2011,Higher Education,19,13
32,28.02.2011,Secondary,19,14
32,31.03.2011,Secondary,19,15
32,30.04.2011,Secondary,19,16
32,31.05.2011,Higher Education,19,17
32,30.06.2011,Secondary,19,18
32,31.07.2011,Secondary,19,19
32,31.08.2011,Higher Education,19,20
32,30.09.2011,Higher Education,19,21
32,31.10.2011,Secondary,19,22
32,30.11.2011,Secondary,19,23
33,31.01.2010,Secondary,55,1
33,28.02.2010,Secondary,55,2
33,31.03.2010,Secondary,55,3
33,30.04.2010,Secondary,55,4
33,31.05.2010,Secondary,55,5
33,30.06.2010,Secondary,55,6
33,31.07.2010,Secondary,55,7
33,31.08.2010,Secondary,55,8
33,30.09.2010,Secondary,55,9
33,31.10.2010,Secondary,55,10
33,30.11.2010,Secondary,55,11
33,31.12.2010,Secondary,55,12
33,31.01.2011,Secondary,56,13
33,28.02.2011,Secondary,56,14
33,31.03.2011,Secondary,56,15
33,30.04.2011,Secondary,56,16
33,31.05.2011,Secondary,56,17
33,30.06.2011,Secondary,56,18
33,31.07.2011,Secondary,56,19
33,31.08.2011,Secondary,56,20
33,30.09.2011,Secondary,56,21
33,31.10.2011,Secondary,56,22
33,30.11.2011,Secondary,56,23
34,31.01.2010,Higher Education,57,1
34,28.02.2010,Higher Education,57,2
34,31.03.2010,Higher Education,57,3
34,30.04.2010,Higher Education,57,4
34,31.05.2010,Higher Education,57,5
34,30.06.2010,Higher Education,57,6
34,31.07.2010,Higher Education,57,7
34,31.08.2010,Higher Education,57,8
34,30.09.2010,Higher Education,57,9
34,31.10.2010,Higher Education,57,10
34,30.11.2010,Higher Education,57,11
34,31.12.2010,Higher Education,57,12
35,31.01.2010,Higher Education,36,1
36,31.01.2010,Higher Education,37,1
36,28.02.2010,Higher Education,37,2
36,31.03.2010,Higher Education,37,3
36,30.04.2010,Higher Education,37,4
36,31.05.2010,Higher Education,37,5
36,30.06.2010,Higher Education,37,6
37,31.01.2010,Higher Education,21,1
37,28.02.2010,Higher Education,21,2
37,31.03.2010,Higher Education,21,3
37,30.04.2010,Higher Education,21,4
37,31.05.2010,Higher Education,21,5
37,30.06.2010,Higher Education,21,6
37,31.07.2010,Higher Education,21,7
37,31.08.2010,Higher Education,21,8
37,30.09.2010,Higher Education,21,9
37,31.10.2010,Higher Education,21,10
37,30.11.2010,Higher Education,21,11
37,31.12.2010,Higher Education,21,12
37,31.01.2011,Higher Education,22,13
37,28.02.2011,Higher Education,22,14
37,31.03.2011,Higher Education,22,15
37,30.04.2011,Higher Education,22,16
37,31.05.2011,Higher Education,22,17
37,30.06.2011,Higher Education,22,18
37,31.07.2011,Higher Education,22,19
37,31.08.2011,Higher Education,22,20
37,30.09.2011,Higher Education,22,21
37,31.10.2011,Higher Education,22,22
37,30.11.2011,Higher Education,22,23
38,31.01.2010,Higher Education,41,1
38,28.02.2010,Secondary,41,2
38,31.03.2010,Secondary,41,3
38,30.04.2010,Higher Education,41,4
38,31.05.2010,Secondary,41,5
38,30.06.2010,Higher Education,41,6
38,31.07.2010,Secondary,41,7
38,31.08.2010,Secondary,41,8
38,30.09.2010,Higher Education,41,9
38,31.10.2010,Secondary,41,10
38,30.11.2010,Higher Education,41,11
38,31.12.2010,Higher Education,41,12
38,31.01.2011,Higher Education,42,13
38,28.02.2011,Higher Education,42,14
38,31.03.2011,Secondary,42,15
38,30.04.2011,Higher Education,42,16
38,31.05.2011,Higher Education,42,17
38,30.06.2011,Secondary,42,18
38,31.07.2011,Higher Education,42,19
38,31.08.2011,Higher Education,42,20
38,30.09.2011,Higher Education,42,21
38,31.10.2011,Higher Education,42,22
38,30.11.2011,Secondary,42,23
39,31.01.2010,Secondary,37,1
39,28.02.2010,Secondary,37,2
39,31.03.2010,Secondary,37,3
39,30.04.2010,Secondary,37,4
39,31.05.2010,Secondary,37,5
39,30.06.2010,Secondary,37,6
39,31.07.2010,Secondary,37,7
39,31.08.2010,Secondary,37,8
39,30.09.2010,Secondary,37,9
39,31.10.2010,Secondary,37,10
39,30.11.2010,Secondary,37,11
39,31.12.2010,Secondary,37,12
39,31.01.2011,Secondary,38,13
39,28.02.2011,Secondary,38,14
39,31.03.2011,Secondary,38,15
39,30.04.2011,Secondary,38,16
39,31.05.2011,Secondary,38,17
39,30.06.2011,Secondary,38,18
39,31.07.2011,Secondary,38,19
39,31.08.2011,Secondary,38,20
39,30.09.2011,Secondary,38,21
39,31.10.2011,Secondary,38,22
39,30.11.2011,Secondary,38,23
40,31.01.2010,Higher Education,40,1
40,28.02.2010,Higher Education,40,2
40,31.03.2010,Higher Education,40,3
40,30.04.2010,Secondary,40,4
40,31.05.2010,Secondary,40,5
40,30.06.2010,Higher Education,40,6
40,31.07.2010,Secondary,40,7
40,31.08.2010,Higher Education,40,8
40,30.09.2010,Higher Education,40,9
40,31.10.2010,Higher Education,40,10
40,30.11.2010,Secondary,40,11
40,31.12.2010,Secondary,40,12
40,31.01.2011,Higher Education,41,13
40,28.02.2011,Secondary,41,14
40,31.03.2011,Secondary,41,15
40,30.04.2011,Higher Education,41,16
40,31.05.2011,Secondary,41,17
40,30.06.2011,Secondary,41,18
40,31.07.2011,Higher Education,41,19
41,31.01.2010,Higher Education,37,1
41,28.02.2010,Higher Education,37,2
41,31.03.2010,Higher Education,37,3
41,30.04.2010,Higher Education,37,4
41,31.05.2010,Higher Education,37,5
41,30.06.2010,Higher Education,37,6
41,31.07.2010,Higher Education,37,7
41,31.08.2010,Higher Education,37,8
41,30.09.2010,Higher Education,37,9
41,31.10.2010,Higher Education,37,10
41,30.11.2010,Higher Education,37,11
41,31.12.2010,Higher Education,37,12
41,31.01.2011,Higher Education,38,13
41,28.02.2011,Higher Education,38,14
41,31.03.2011,Higher Education,38,15
41,30.04.2011,Higher Education,38,16
41,31.05.2011,Higher Education,38,17
41,30.06.2011,Higher Education,38,18
41,31.07.2011,Higher Education,38,19
41,31.08.2011,Higher Education,38,20
41,30.09.2011,Higher Education,38,21
42,31.01.2010,Secondary,26,1
42,28.02.2010,Secondary,26,2
42,31.03.2010,Higher Education,26,3
42,30.04.2010,Secondary,26,4
42,31.05.2010,Secondary,26,5
42,30.06.2010,Higher Education,26,6
42,31.07.2010,Secondary,26,7
42,31.08.2010,Secondary,26,8
42,30.09.2010,Higher Education,26,9
42,31.10.2010,Higher Education,26,10
42,30.11.2010,Secondary,26,11
42,31.12.2010,Secondary,26,12
42,31.01.2011,Secondary,27,13
42,28.02.2011,Higher Education,27,14
42,31.03.2011,Higher Education,27,15
42,30.04.2011,Secondary,27,16
42,31.05.2011,Higher Education,27,17
42,30.06.2011,Higher Education,27,18
42,31.07.2011,Higher Education,27,19
42,31.08.2011,Secondary,27,20
42,30.09.2011,Higher Education,27,21
42,31.10.2011,Secondary,27,22
42,30.11.2011,Secondary,27,23
43,31.01.2010,Higher Education,32,1
43,28.02.2010,Higher Education,32,2
43,31.03.2010,Higher Education,32,3
43,30.04.2010,Higher Education,32,4
43,31.05.2010,Higher Education,32,5
43,30.06.2010,Higher Education,32,6
43,31.07.2010,Higher Education,32,7
43,31.08.2010,Higher Education,32,8
43,30.09.2010,Higher Education,32,9
43,31.10.2010,Higher Education,32,10
43,30.11.2010,Higher Education,32,11
43,31.12.2010,Higher Education,32,12
43,31.01.2011,Higher Education,33,13
43,28.02.2011,Higher Education,33,14
43,31.03.2011,Higher Education,33,15
43,30.04.2011,Higher Education,33,16
43,31.05.2011,Higher Education,33,17
43,30.06.2011,Higher Education,33,18
43,31.07.2011,Higher Education,33,19
43,31.08.2011,Higher Education,33,20
43,30.09.2011,Higher Education,33,21
43,31.10.2011,Higher Education,33,22
43,30.11.2011,Higher Education,33,23
44,31.01.2010,Higher Education,58,1
44,28.02.2010,Higher Education,58,2
44,31.03.2010,Secondary,58,3
44,30.04.2010,Secondary,58,4
44,31.05.2010,Higher Education,58,5
44,30.06.2010,Secondary,58,6
44,31.07.2010,Higher Education,58,7
44,31.08.2010,Secondary,58,8
44,30.09.2010,Higher Education,58,9
44,31.10.2010,Higher Education,58,10
44,30.11.2010,Higher Education,58,11
44,31.12.2010,Higher Education,58,12
44,31.01.2011,Secondary,59,13
44,28.02.2011,Higher Education,59,14
44,31.03.2011,Secondary,59,15
45,31.01.2010,Secondary,33,1
45,28.02.2010,Secondary,33,2
45,31.03.2010,Secondary,33,3
45,30.04.2010,Secondary,33,4
45,31.05.2010,Secondary,33,5
45,30.06.2010,Secondary,33,6
45,31.07.2010,Secondary,33,7
45,31.08.2010,Secondary,33,8
45,30.09.2010,Secondary,33,9
45,31.10.2010,Secondary,33,10
45,30.11.2010,Secondary,33,11
45,31.12.2010,Secondary,33,12
45,31.01.2011,Secondary,34,13
45,28.02.2011,Secondary,34,14
45,31.03.2011,Secondary,34,15
45,30.04.2011,Secondary,34,16
45,31.05.2011,Secondary,34,17
45,30.06.2011,Secondary,34,18
45,31.07.2011,Secondary,34,19
45,31.08.2011,Secondary,34,20
45,30.09.2011,Secondary,34,21
45,31.10.2011,Secondary,34,22
45,30.11.2011,Secondary,34,23
46,31.01.2010,Higher Education,44,1
46,28.02.2010,Higher Education,44,2
46,31.03.2010,Higher Education,44,3
46,30.04.2010,Higher Education,44,4
46,31.05.2010,Higher Education,44,5
46,30.06.2010,Higher Education,44,6
46,31.07.2010,Higher Education,44,7
46,31.08.2010,Higher Education,44,8
46,30.09.2010,Higher Education,44,9
46,31.10.2010,Higher Education,44,10
47,31.01.2010,Higher Education,54,1
48,31.01.2010,Higher Education,57,1
48,28.02.2010,Higher Education,57,2
48,31.03.2010,Higher Education,57,3
48,30.04.2010,Higher Education,57,4
48,31.05.2010,Higher Education,57,5
48,30.06.2010,Higher Education,57,6
48,31.07.2010,Higher Education,57,7
48,31.08.2010,Higher Education,57,8
48,30.09.2010,Higher Education,57,9
48,31.10.2010,Higher Education,57,10
48,30.11.2010,Higher Education,57,11
48,31.12.2010,Higher Education,57,12
48,31.01.2011,Higher Education,58,13
48,28.02.2011,Higher Education,58,14
48,31.03.2011,Higher Education,58,15
48,30.04.2011,Higher Education,58,16
48,31.05.2011,Higher Education,58,17
48,30.06.2011,Higher Education,58,18
48,31.07.2011,Higher Education,58,19
48,31.08.2011,Higher Education,58,20
48,30.09.2011,Higher Education,58,21
48,31.10.2011,Higher Education,58,22
48,30.11.2011,Higher Education,58,23
49,31.01.2010,Secondary,32,1
49,28.02.2010,Secondary,32,2
49,31.03.2010,Secondary,32,3
49,30.04.2010,Secondary,32,4
49,31.05.2010,Secondary,32,5
49,30.06.2010,Secondary,32,6
49,31.07.2010,Secondary,32,7
49,31.08.2010,Secondary,32,8
49,30.09.2010,Secondary,32,9
49,31.10.2010,Secondary,32,10
49,30.11.2010,Secondary,32,11
49,31.12.2010,Secondary,32,12
49,31.01.2011,Secondary,33,13
49,28.02.2011,Secondary,33,14
