CUSTOMER_ID,REPORTING_DATE,EDUCATION,AGE,BUCKET
6,2011-02-28,Higher Education,30,14
6,2011-03-31,Higher Education,30,15
6,2011-04-30,Higher Education,30,16
6,2011-05-31,Higher Education,30,17
6,2011-06-30,Higher Education,30,18
6,2011-07-31,Higher Education,30,19
6,2011-08-31,Higher Education,30,20
6,2011-09-30,Higher Education,30,21
6,2011-10-31,Higher Education,30,22
6,2011-11-30,Higher Education,30,23
7,2010-01-31,Higher Education,32,1
7,2010-02-28,Higher Education,32,2
7,2010-03-31,Higher Education,32,3
7,2010-04-30,Higher Education,32,4
7,2010-05-31,Higher Education,32,5
7,2010-06-30,Higher Education,32,6
7,2010-07-31,Higher Education,32,7
7,2010-08-31,Higher Education,32,8
7,2010-09-30,Higher Education,32,9
7,2010-10-31,Higher Education,32,10
7,2010-11-30,Higher Education,32,11
7,2010-12-31,Higher Education,32,12
7,2011-01-31,Higher Education,33,13
7,2011-02-28,Higher Education,33,14
8,2010-01-31,Secondary,28,1
8,2010-02-28,Secondary,28,2
8,2010-03-31,Secondary,28,3
9,2010-01-31,Higher Education,23,1
9,2010-02-28,Higher Education,23,2
9,2010-03-31,Higher Education,23,3
10,2010-01-31,Secondary,23,1
10,2010-02-28,Secondary,23,2
10,2010-03-31,Secondary,23,3
10,2010-04-30,Secondary,23,4
10,2010-05-31,Secondary,23,5
10,2010-06-30,Secondary,23,6
10,2010-07-31,Secondary,23,7
10,2010-08-31,Secondary,23,8
10,2010-09-30,Secondary,23,9
10,2010-10-31,Secondary,23,10
10,2010-11-30,Secondary,23,11
10,2010-12-31,Secondary,23,12
10,2011-01-31,Secondary,24,13
10,2011-02-28,Secondary,24,14
10,2011-03-31,Secondary,24,15
10,2011-04-30,Secondary,24,16
10,2011-05-31,Secondary,24,17
10,2011-06-30,Secondary,24,18
10,2011-07-31,Secondary,24,19
10,2011-08-31,Secondary,24,20
10,2011-09-30,Secondary,24,21
10,2011-10-31,Secondary,24,22
11,2010-01-31,Secondary,32,1
11,2010-02-28,Secondary,32,2
11,2010-03-31,Secondary,32,3
11,2010-04-30,Higher Education,32,4
11,2010-05-31,Higher Education,32,5
11,2010-06-30,Higher Education,32,6
11,2010-07-31,Higher Education,32,7
11,2010-08-31,Secondary,32,8
11,2010-09-30,Secondary,32,9
11,2010-10-31,Higher Education,32,10
11,2010-11-30,Secondary,32,11
11,2010-12-31,Higher Education,32,12
11,2011-01-31,Higher Education,33,13
11,2011-02-28,Secondary,33,14
11,2011-03-31,Secondary,33,15
11,2011-04-30,Higher Education,33,16
11,2011-05-31,Higher Education,33,17
11,2011-06-30,Secondary,33,18
11,2011-07-31,Higher Education,33,19
11,2011-08-31,Secondary,33,20
11,2011-09-30,Secondary,33,21
11,2011-10-31,Secondary,33,22
11,2011-11-30,Higher Education,33,23
12,2010-01-31,Higher Education,20,1
12,2010-02-28,Higher Education,20,2
12,2010-03-31,Higher Education,20,3
12,2010-04-30,Higher Education,20,4
13,2010-01-31,Secondary,35,1
13,2010-02-28,Secondary,35,2
13,2010-03-31,Secondary,35,3
13,2010-04-30,Higher Education,35,4
13,2010-05-31,Higher Education,35,5
13,2010-06-30,Higher Education,35,6
13,2010-07-31,Secondary,35,7
13,2010-08-31,Higher Education,35,8
13,2010-09-30,Higher Education,35,9
14,2010-01-31,Higher Education,18,1
15,2010-01-31,Higher Education,45,1
16,2010-01-31,Higher Education,36,1
16,2010-02-28,Higher Education,36,2
16,2010-03-31,Higher Education,36,3
16,2010-04-30,Higher Education,36,4
16,2010-05-31,Higher Education,36,5
16,2010-06-30,Higher Education,36,6
16,2010-07-31,Higher Education,36,7
16,2010-08-31,Higher Education,36,8
16,2010-09-30,Higher Education,36,9
16,2010-10-31,Higher Education,36,10
16,2010-11-30,Higher Education,36,11
16,2010-12-31,Higher Education,36,12
16,2011-01-31,Higher Education,37,13
16,2011-02-28,Higher Education,37,14
16,2011-03-31,Higher Education,37,15
16,2011-04-30,Higher Education,37,16
16,2011-05-31,Higher Education,37,17
16,2011-06-30,Higher Education,37,18
16,2011-07-31,Higher Education,37,19
16,2011-08-31,Higher Education,37,20
17,2010-01-31,Higher Education,42,1
17,2010-02-28,Higher Education,42,2
17,2010-03-31,Higher Education,42,3
17,2010-04-30,Higher Education,42,4
17,2010-05-31,Higher Education,42,5
17,2010-06-30,Higher Education,42,6
17,2010-07-31,Higher Education,42,7
17,2010-08-31,Higher Education,42,8
17,2010-09-30,Higher Education,42,9
17,2010-10-31,Higher Education,42,10
17,2010-11-30,Higher Education,42,11
17,2010-12-31,Higher Education,42,12
18,2010-01-31,Higher Education,25,1
18,2010-02-28,Higher Education,25,2
18,2010-03-31,Higher Education,25,3
18,2010-04-30,Higher Education,25,4
18,2010-05-31,Higher Education,25,5
18,2010-06-30,Higher Education,25,6
18,2010-07-31,Higher Education,25,7
18,2010-08-31,Higher Education,25,8
18,2010-09-30,Higher Education,25,9
18,2010-10-31,Higher Education,25,10
18,2010-11-30,Higher Education,25,11
18,2010-12-31,Higher Education,25,12
18,2011-01-31,Higher Education,26,13
18,2011-02-28,Higher Education,26,14
18,2011-03-31,Higher Education,26,15
18,2011-04-30,Higher Education,26,16
18,2011-05-31,Higher Education,26,17
18,2011-06-30,Higher Education,26,18
18,2011-07-31,Higher Education,26,19
18,2011-08-31,Higher Education,26,20
18,2011-09-30,Higher Education,26,21
18,2011-10-31,Higher Education,26,22
18,2011-11-30,Higher Education,26,23
19,2010-01-31,Higher Education,37,1
19,2010-02-28,Higher Education,37,2
19,2010-03-31,Higher Education,37,3
19,2010-04-30,Higher Education,37,4
19,2010-05-31,Higher Education,37,5
19,2010-06-30,Higher Education,37,6
19,2010-07-31,Higher Education,37,7
19,2010-08-31,Higher Education,37,8
19,2010-09-30,Higher Education,37,9
19,2010-10-31,Higher Education,37,10
19,2010-11-30,Higher Education,37,11
19,2010-12-31,Higher Education,37,12
19,2011-01-31,Higher Education,38,13
19,2011-02-28,Higher Education,38,14
19,2011-03-31,Higher Education,38,15
19,2011-04-30,Higher Education,38,16
19,2011-05-31,Higher Education,38,17
19,2011-06-30,Higher Education,38,18
19,2011-07-31,Higher Education,38,19
19,2011-08-31,Higher Education,38,20
19,2011-09-30,Higher Education,38,21
19,2011-10-31,Higher Education,38,22
19,2011-11-30,Higher Education,38,23
20,2010-01-31,Secondary,36,1
20,2010-02-28,Secondary,36,2
20,2010-03-31,Secondary,36,3
20,2010-04-30,Secondary,36,4
20,2010-05-31,Secondary,36,5
20,2010-06-30,Secondary,36,6
20,2010-07-31,Secondary,36,7
20,2010-08-31,Secondary,36,8
20,2010-09-30,Secondary,36,9
20,2010-10-31,Secondary,36,10
20,2010-11-30,Secondary,36,11
20,2010-12-31,Secondary,36,12
20,2011-01-31,Secondary,37,13
20,2011-02-28,Secondary,37,14
20,2011-03-31,Secondary,37,15
20,2011-04-30,Secondary,37,16
20,2011-05-31,Secondary,37,17
20,2011-06-30,Secondary,37,18
20,2011-07-31,Secondary,37,19
20,2011-08-31,Secondary,37,20
20,2011-09-30,Secondary,37,21
20,2011-10-31,Secondary,37,22
20,2011-11-30,Secondary,37,23
21,2010-01-31,Higher Education,38,1
21,2010-02-28,Higher Education,38,2
21,2010-03-31,Higher Education,38,3
21,2010-04-30,Higher Education,38,4
21,2010-05-31,Higher Education,38,5
21,2010-06-30,Higher Education,38,6
21,2010-07-31,Higher Education,38,7
21,2010-08-31,Higher Education,38,8
21,2010-09-30,Higher Education,38,9
21,2010-10-31,Higher Education,38,10
21,2010-11-30,Higher Education,38,11
21,2010-12-31,Higher Education,38,12
21,2011-01-31,Higher Education,39,13
21,2011-02-28,Higher Education,39,14
21,2011-03-31,Higher Education,39,15
21,2011-04-30,Higher Education,39,16
21,2011-05-31,Higher Education,39,17
21,2011-06-30,Higher Education,39,18
21,2011-07-31,Higher Education,39,19
21,2011-08-31,Higher Education,39,20
21,2011-09-30,Higher Education,39,21
21,2011-10-31,Higher Education,39,22
21,2011-11-30,Higher Education,39,23
22,2010-01-31,Secondary,21,1
22,2010-02-28,Higher Education,21,2
22,2010-03-31,Secondary,21,3
22,2010-04-30,Higher Education,21,4
22,2010-05-31,Secondary,21,5
23,2010-01-31,Secondary,34,1
23,2010-02-28,Secondary,34,2
23,2010-03-31,Secondary,34,3
23,2010-04-30,Secondary,34,4
23,2010-05-31,Secondary,34,5
23,2010-06-30,Secondary,34,6
23,2010-07-31,Secondary,34,7
23,2010-08-31,Secondary,34,8
23,2010-09-30,Secondary,34,9
23,2010-10-31,Secondary,34,10
24,2010-01-31,Higher Education,39,1
24,2010-02-28,Higher Education,39,2
24,2010-03-31,Higher Education,39,3
24,2010-04-30,Higher Education,39,4
24,2010-05-31,Higher Education,39,5
24,2010-06-30,Higher Education,39,6
24,2010-07-31,Higher Education,39,7
24,2010-08-31,Higher Education,39,8
24,2010-09-30,Higher Education,39,9
24,2010-10-31,Higher Education,39,10
24,2010-11-30,Higher Education,39,11
24,2010-12-31,Higher Education,39,12
24,2011-01-31,Higher Education,40,13
24,2011-02-28,Higher Education,40,14
24,2011-03-31,Higher Education,40,15
24,2011-04-30,Higher Education,40,16
24,2011-05-31,Higher Education,40,17
24,2011-06-30,Higher Education,40,18
24,2011-07-31,Higher Education,40,19
24,2011-08-31,Higher Education,40,20
24,2011-09-30,Higher Education,40,21
24,2011-10-31,Higher Education,40,22
24,2011-11-30,Higher Education,40,23
25,2010-01-31,Higher Education,42,1
25,2010-02-28,Higher Education,42,2
25,2010-03-31,Higher Education,42,3
25,2010-04-30,Secondary,42,4
25,2010-05-31,Secondary,42,5
25,2010-06-30,Secondary,42,6
25,2010-07-31,Higher Education,42,7
25,2010-08-31,Higher Education,42,8
25,2010-09-30,Higher Education,42,9
25,2010-10-31,Higher Education,42,10
25,2010-11-30,Secondary,42,11
25,2010-12-31,Higher Education,42,12
25,2011-01-31,Secondary,43,13
25,2011-02-28,Higher Education,43,14
25,2011-03-31,Higher Education,43,15
25,2011-04-30,Secondary,43,16
25,2011-05-31,Higher Education,43,17
25,2011-06-30,Higher Education,43,18
25,2011-07-31,Secondary,43,19
25,2011-08-31,Secondary,43,20
25,2011-09-30,Higher Education,43,21
25,2011-10-31,Secondary,43,22
25,2011-11-30,Higher Education,43,23
26,2010-01-31,Elementary,41,1
26,2010-02-28,Elementary,41,2
26,2010-03-31,Elementary,41,3
27,2010-01-31,Higher Education,19,1
27,2010-02-28,Secondary,19,2
27,2010-03-31,Higher Education,19,3
27,2010-04-30,Higher Education,19,4
28,2010-01-31,Higher Education,22,1
28,2010-02-28,Higher Education,22,2
28,2010-03-31,Higher Education,22,3
28,2010-04-30,Higher Education,22,4
28,2010-05-31,Higher Education,22,5
28,2010-06-30,Higher Education,22,6
28,2010-07-31,Higher Education,22,7
28,2010-08-31,Higher Education,22,8
28,2010-09-30,Higher Education,22,9
28,2010-10-31,Higher Education,22,10
28,2010-11-30,Higher Education,22,11
28,2010-12-31,Higher Education,22,12
28,2011-01-31,Higher Education,23,13
28,2011-02-28,Higher Education,23,14
28,2011-03-31,Higher Education,23,15
28,2011-04-30,Higher Education,23,16
28,2011-05-31,Higher Education,23,17
28,2011-06-30,Higher Education,23,18
28,2011-07-31,Higher Education,23,19
28,2011-08-31,Higher Education,23,20
28,2011-09-30,Higher Education,23,21
28,2011-10-31,Higher Education,23,22
28,2011-11-30,Higher Education,23,23
29,2010-01-31,Elementary,49,1
30,2010-01-31,Secondary,27,1
30,2010-02-28,Secondary,27,2
30,2010-03-31,Secondary,27,3
30,2010-04-30,Secondary,27,4
30,2010-05-31,Secondary,27,5
30,2010-06-30,Secondary,27,6
30,2010-07-31,Secondary,27,7
30,2010-08-31,Secondary,27,8
30,2010-09-30,Secondary,27,9
30,2010-10-31,Secondary,27,10
30,2010-11-30,Secondary,27,11
30,2010-12-31,Secondary,27,12
30,2011-01-31,Secondary,28,13
30,2011-02-28,Secondary,28,14
30,2011-03-31,Secondary,28,15
30,2011-04-30,Secondary,28,16
30,2011-05-31,Secondary,28,17
30,2011-06-30,Secondary,28,18
30,2011-07-31,Secondary,28,19
30,2011-08-31,Secondary,28,20
30,2011-09-30,Secondary,28,21
30,2011-10-31,Secondary,28,22
31,2010-01-31,Higher Education,53,1
31,2010-02-28,Higher Education,53,2
31,2010-03-31,Higher Education,53,3
31,2010-04-30,Higher Education,53,4
31,2010-05-31,Secondary,53,5
31,2010-06-30,Higher Education,53,6
31,2010-07-31,Secondary,53,7
31,2010-08-31,Higher Education,53,8
31,2010-09-30,Higher Education,53,9
31,2010-10-31,Higher Education,53,10
31,2010-11-30,Higher Education,53,11
31,2010-12-31,Secondary,53,12
31,2011-01-31,Higher Education,54,13
31,2011-02-28,Higher Education,54,14
31,2011-03-31,Higher Education,54,15
31,2011-04-30,Higher Education,54,16
31,2011-05-31,Higher Education,54,17
31,2011-06-30,Higher Education,54,18
31,2011-07-31,Secondary,54,19
31,2011-08-31,Higher Education,54,20
31,2011-09-30,Secondary,54,21
31,2011-10-31,Higher Education,54,22
31,2011-11-30,Secondary,54,23
32,2010-01-31,Higher Education,18,1
32,2010-02-28,Higher Education,18,2
32,2010-03-31,Higher Education,18,3
32,2010-04-30,Secondary,18,4
32,2010-05-31,Secondary,18,5
32,2010-06-30,Higher Education,18,6
32,2010-07-31,Higher Education,18,7
32,2010-08-31,Higher Education,18,8
32,2010-09-30,Secondary,18,9
32,2010-10-31,Higher Education,18,10
32,2010-11-30,Higher Education,18,11
32,2010-12-31,Higher Education,18,12
32,2011-01-31,Higher Education,19,13
32,2011-02-28,Secondary,19,14
32,2011-03-31,Secondary,19,15
32,2011-04-30,Secondary,19,16
32,2011-05-31,Higher Education,19,17
32,2011-06-30,Secondary,19,18
32,2011-07-31,Secondary,19,19
32,2011-08-31,Higher Education,19,20
32,2011-09-30,Higher Education,19,21
32,2011-10-31,Secondary,19,22
32,2011-11-30,Secondary,19,23
33,2010-01-31,Secondary,55,1
33,2010-02-28,Secondary,55,2
33,2010-03-31,Secondary,55,3
33,2010-04-30,Secondary,55,4
33,2010-05-31,Secondary,55,5
33,2010-06-30,Secondary,55,6
33,2010-07-31,Secondary,55,7
33,2010-08-31,Secondary,55,8
33,2010-09-30,Secondary,55,9
33,2010-10-31,Secondary,55,10
33,2010-11-30,Secondary,55,11
33,2010-12-31,Secondary,55,12
33,2011-01-31,Secondary,56,13
33,2011-02-28,Secondary,56,14
33,2011-03-31,Secondary,56,15
33,2011-04-30,Secondary,56,16
33,2011-05-31,Secondary,56,17
33,2011-06-30,Secondary,56,18
33,2011-07-31,Secondary,56,19
33,2011-08-31,Secondary,56,20
33,2011-09-30,Secondary,56,21
33,2011-10-31,Secondary,56,22
33,2011-11-30,Secondary,56,23
34,2010-01-31,Higher Education,57,1
34,2010-02-28,Higher Education,57,2
34,2010-03-31,Higher Education,57,3
34,2010-04-30,Higher Education,57,4
34,2010-05-31,Higher Education,57,5
34,2010-06-30,Higher Education,57,6
34,2010-07-31,Higher Education,57,7
34,2010-08-31,Higher Education,57,8
34,2010-09-30,Higher Education,57,9
34,2010-10-31,Higher Education,57,10
34,2010-11-30,Higher Education,57,11
34,2010-12-31,Higher Education,57,12
35,2010-01-31,Higher Education,36,1
36,2010-01-31,Higher Education,37,1
36,2010-02-28,Higher Education,37,2
36,2010-03-31,Higher Education,37,3
36,2010-04-30,Higher Education,37,4
36,2010-05-31,Higher Education,37,5
36,2010-06-30,Higher Education,37,6
37,2010-01-31,Higher Education,21,1
37,2010-02-28,Higher Education,21,2
37,2010-03-31,Higher Education,21,3
37,2010-04-30,Higher Education,21,4
37,2010-05-31,Higher Education,21,5
37,2010-06-30,Higher Education,21,6
37,2010-07-31,Higher Education,21,7
37,2010-08-31,Higher Education,21,8
37,2010-09-30,Higher Education,21,9
37,2010-10-31,Higher Education,21,10
37,2010-11-30,Higher Education,21,11
37,2010-12-31,Higher Education,21,12
37,2011-01-31,Higher Education,22,13
37,2011-02-28,Higher Education,22,14
37,2011-03-31,Higher Education,22,15
37,2011-04-30,Higher Education,22,16
37,2011-05-31,Higher Education,22,17
37,2011-06-30,Higher Education,22,18
37,2011-07-31,Higher Education,22,19
37,2011-08-31,Higher Education,22,20
37,2011-09-30,Higher Education,22,21
37,2011-10-31,Higher Education,22,22
37,2011-11-30,Higher Education,22,23
38,2010-01-31,Higher Education,41,1
38,2010-02-28,Secondary,41,2
38,2010-03-31,Secondary,41,3
38,2010-04-30,Higher Education,41,4
38,2010-05-31,Secondary,41,5
38,2010-06-30,Higher Education,41,6
38,2010-07-31,Secondary,41,7
38,2010-08-31,Secondary,41,8
38,2010-09-30,Higher Education,41,9
38,2010-10-31,Secondary,41,10
38,2010-11-30,Higher Education,41,11
38,2010-12-31,Higher Education,41,12
38,2011-01-31,Higher Education,42,13
38,2011-02-28,Higher Education,42,14
38,2011-03-31,Secondary,42,15
38,2011-04-30,Higher Education,42,16
38,2011-05-31,Higher Education,42,17
38,2011-06-30,Secondary,42,18
38,2011-07-31,Higher Education,42,19
38,2011-08-31,Higher Education,42,20
38,2011-09-30,Higher Education,42,21
38,2011-10-31,Higher Education,42,22
38,2011-11-30,Secondary,42,23
39,2010-01-31,Secondary,37,1
39,2010-02-28,Secondary,37,2
39,2010-03-31,Secondary,37,3
39,2010-04-30,Secondary,37,4
39,2010-05-31,Secondary,37,5
39,2010-06-30,Secondary,37,6
39,2010-07-31,Secondary,37,7
39,2010-08-31,Secondary,37,8
39,2010-09-30,Secondary,37,9
39,2010-10-31,Secondary,37,10
39,2010-11-30,Secondary,37,11
39,2010-12-31,Secondary,37,12
39,2011-01-31,Secondary,38,13
39,2011-02-28,Secondary,38,14
39,2011-03-31,Secondary,38,15
39,2011-04-30,Secondary,38,16
39,2011-05-31,Secondary,38,17
39,2011-06-30,Secondary,38,18
39,2011-07-31,Secondary,38,19
39,2011-08-31,Secondary,38,20
39,2011-09-30,Secondary,38,21
39,2011-10-31,Secondary,38,22
39,2011-11-30,Secondary,38,23
40,2010-01-31,Higher Education,40,1
40,2010-02-28,Higher Education,40,2
40,2010-03-31,Higher Education,40,3
40,2010-04-30,Secondary,40,4
40,2010-05-31,Secondary,40,5
40,2010-06-30,Higher Education,40,6
40,2010-07-31,Secondary,40,7
40,2010-08-31,Higher Education,40,8
40,2010-09-30,Higher Education,40,9
40,2010-10-31,Higher Education,40,10
40,2010-11-30,Secondary,40,11
40,2010-12-31,Secondary,40,12
40,2011-01-31,Higher Education,41,13
40,2011-02-28,Secondary,41,14
40,2011-03-31,Secondary,41,15
40,2011-04-30,Higher Education,41,16
40,2011-05-31,Secondary,41,17
40,2011-06-30,Secondary,41,18
40,2011-07-31,Higher Education,41,19
41,2010-01-31,Higher Education,37,1
41,2010-02-28,Higher Education,37,2
41,2010-03-31,Higher Education,37,3
41,2010-04-30,Higher Education,37,4
41,2010-05-31,Higher Education,37,5
41,2010-06-30,Higher Education,37,6
41,2010-07-31,Higher Education,37,7
41,2010-08-31,Higher Education,37,8
41,2010-09-30,Higher Education,37,9
41,2010-10-31,Higher Education,37,10
41,2010-11-30,Higher Education,37,11
41,2010-12-31,Higher Education,37,12
41,2011-01-31,Higher Education,38,13
41,2011-02-28,Higher Education,38,14
41,2011-03-31,Higher Education,38,15
41,2011-04-30,Higher Education,38,16
41,2011-05-31,Higher Education,38,17
41,2011-06-30,Higher Education,38,18
41,2011-07-31,Higher Education,38,19
41,2011-08-31,Higher Education,38,20
41,2011-09-30,Higher Education,38,21
42,2010-01-31,Secondary,26,1
42,2010-02-28,Secondary,26,2
42,2010-03-31,Higher Education,26,3
42,2010-04-30,Secondary,26,4
42,2010-05-31,Secondary,26,5
42,2010-06-30,Higher Education,26,6
42,2010-07-31,Secondary,26,7
42,2010-08-31,Secondary,26,8
42,2010-09-30,Higher Education,26,9
42,2010-10-31,Higher Education,26,10
42,2010-11-30,Secondary,26,11
42,2010-12-31,Secondary,26,12
42,2011-01-31,Secondary,27,13
42,2011-02-28,Higher Education,27,14
42,2011-03-31,Higher Education,27,15
42,2011-04-30,Secondary,27,16
42,2011-05-31,Higher Education,27,17
42,2011-06-30,Higher Education,27,18
42,2011-07-31,Higher Education,27,19
42,2011-08-31,Secondary,27,20
42,2011-09-30,Higher Education,27,21
42,2011-10-31,Secondary,27,22
42,2011-11-30,Secondary,27,23
43,2010-01-31,Higher Education,32,1
43,2010-02-28,Higher Education,32,2
43,2010-03-31,Higher Education,32,3
43,2010-04-30,Higher Education,32,4
43,2010-05-31,Higher Education,32,5
43,2010-06-30,Higher Education,32,6
43,2010-07-31,Higher Education,32,7
43,2010-08-31,Higher Education,32,8
43,2010-09-30,Higher Education,32,9
43,2010-10-31,Higher Education,32,10
43,2010-11-30,Higher Education,32,11
43,2010-12-31,Higher Education,32,12
43,2011-01-31,Higher Education,33,13
43,2011-02-28,Higher Education,33,14
43,2011-03-31,Higher Education,33,15
43,2011-04-30,Higher Education,33,16
43,2011-05-31,Higher Education,33,17
43,2011-06-30,Higher Education,33,18
43,2011-07-31,Higher Education,33,19
43,2011-08-31,Higher Education,33,20
43,2011-09-30,Higher Education,33,21
43,2011-10-31,Higher Education,33,22
43,2011-11-30,Higher Education,33,23
44,2010-01-31,Higher Education,58,1
44,2010-02-28,Higher Education,58,2
44,2010-03-31,Secondary,58,3
44,2010-04-30,Secondary,58,4
44,2010-05-31,Higher Education,58,5
44,2010-06-30,Secondary,58,6
44,2010-07-31,Higher Education,58,7
44,2010-08-31,Secondary,58,8
44,2010-09-30,Higher Education,58,9
44,2010-10-31,Higher Education,58,10
44,2010-11-30,Higher Education,58,11
44,2010-12-31,Higher Education,58,12
44,2011-01-31,Secondary,59,13
44,2011-02-28,Higher Education,59,14
44,2011-03-31,Secondary,59,15
45,2010-01-31,Secondary,33,1
45,2010-02-28,Secondary,33,2
45,2010-03-31,Secondary,33,3
45,2010-04-30,Secondary,33,4
45,2010-05-31,Secondary,33,5
45,2010-06-30,Secondary,33,6
45,2010-07-31,Secondary,33,7
45,2010-08-31,Secondary,33,8
45,2010-09-30,Secondary,33,9
45,2010-10-31,Secondary,33,10
45,2010-11-30,Secondary,33,11
45,2010-12-31,Secondary,33,12
45,2011-01-31,Secondary,34,13
45,2011-02-28,Secondary,34,14
45,2011-03-31,Secondary,34,15
45,2011-04-30,Secondary,34,16
45,2011-05-31,Secondary,34,17
45,2011-06-30,Secondary,34,18
45,2011-07-31,Secondary,34,19
45,2011-08-31,Secondary,34,20
45,2011-09-30,Secondary,34,21
45,2011-10-31,Secondary,34,22
45,2011-11-30,Secondary,34,23
46,2010-01-31,Higher Education,44,1
46,2010-02-28,Higher Education,44,2
46,2010-03-31,Higher Education,44,3
46,2010-04-30,Higher Education,44,4
46,2010-05-31,Higher Education,44,5
46,2010-06-30,Higher Education,44,6
46,2010-07-31,Higher Education,44,7
46,2010-08-31,Higher Education,44,8
46,2010-09-30,Higher Education,44,9
46,2010-10-31,Higher Education,44,10
47,2010-01-31,Higher Education,54,1
48,2010-01-31,Higher Education,57,1
48,2010-02-28,Higher Education,57,2
48,2010-03-31,Higher Education,57,3
48,2010-04-30,Higher Education,57,4
48,2010-05-31,Higher Education,57,5
48,2010-06-30,Higher Education,57,6
48,2010-07-31,Higher Education,57,7
48,2010-08-31,Higher Education,57,8
48,2010-09-30,Higher Education,57,9
48,2010-10-31,Higher Education,57,10
48,2010-11-30,Higher Education,57,11
48,2010-12-31,Higher Education,57,12
48,2011-01-31,Higher Education,58,13
48,2011-02-28,Higher Education,58,14
48,2011-03-31,Higher Education,58,15
48,2011-04-30,Higher Education,58,16
48,2011-05-31,Higher Education,58,17
48,2011-06-30,Higher Education,58,18
48,2011-07-31,Higher Education,58,19
48,2011-08-31,Higher Education,58,20
48,2011-09-30,Higher Education,58,21
48,2011-10-31,Higher Education,58,22
48,2011-11-30,Higher Education,58,23
49,2010-01-31,Secondary,32,1
49,2010-02-28,Secondary,32,2
49,2010-03-31,Secondary,32,3
49,2010-04-30,Secondary,32,4
49,2010-05-31,Secondary,32,5
49,2010-06-30,Secondary,32,6
49,2010-07-31,Secondary,32,7
49,2010-08-31,Secondary,32,8
49,2010-09-30,Secondary,32,9
49,2010-10-31,Secondary,32,10
49,2010-11-30,Secondary,32,11
49,2010-12-31,Secondary,32,12
49,2011-01-31,Secondary,33,13
49,2011-02-28,Secondary,33,14
