HOUSEHOLD_ID,INCOME_ID,REPORTING_DATE,MARRIED,HOUSE_OWNER,BUCKET,CHILD_NO,HH_MEMBERS
5766271,5481394,2010-05-31,Y,Y,5,0,2
5766271,5481394,2010-06-30,Y,Y,6,0,2
5766271,5481394,2010-07-31,Y,Y,7,0,2
5766271,5481394,2010-08-31,Y,Y,8,0,2
5766271,5481394,2010-09-30,Y,Y,9,0,2
5766271,5481394,2010-10-31,Y,Y,10,0,2
5766271,5481394,2010-11-30,Y,Y,11,0,2
5766271,5481394,2010-12-31,Y,Y,12,0,2
5766294,5481410,2010-01-31,Y,N,1,0,2
5766294,5481410,2010-02-28,Y,N,2,0,2
5766294,5481410,2010-03-31,Y,N,3,0,2
5766294,5481410,2010-04-30,Y,N,4,0,2
5766294,5481410,2010-05-31,Y,N,5,0,2
5766294,5481410,2010-06-30,Y,N,6,0,2
5766294,5481410,2010-07-31,Y,N,7,0,2
5766294,5481410,2010-08-31,Y,N,8,0,2
5766294,5481410,2010-09-30,Y,N,9,0,2
5766294,5481410,2010-10-31,Y,N,10,0,2
5766294,5481410,2010-11-30,Y,N,11,0,2
5766294,5481410,2010-12-31,Y,N,12,0,2
5766294,5481410,2011-01-31,Y,N,13,0,2
5766294,5481410,2011-02-28,Y,N,14,0,2
5766294,5481410,2011-03-31,Y,N,15,0,2
5766294,5481410,2011-04-30,Y,N,16,0,2
5766294,5481410,2011-05-31,Y,N,17,0,2
5766294,5481410,2011-06-30,Y,N,18,0,2
5766294,5481410,2011-07-31,Y,N,19,0,2
5766294,5481410,2011-08-31,Y,N,20,0,2
5766294,5481410,2011-09-30,Y,N,21,0,2
5766294,5481410,2011-10-31,Y,N,22,0,2
5766294,5481410,2011-11-30,Y,N,23,0,2
5766316,5481428,2010-01-31,N,N,1,0,1
5766316,5481428,2010-02-28,N,N,2,0,1
5766316,5481428,2010-03-31,N,N,3,0,1
5766316,5481428,2010-04-30,N,N,4,0,1
5766316,5481428,2010-05-31,N,N,5,0,1
5766316,5481428,2010-06-30,N,N,6,0,1
5766316,5481428,2010-07-31,N,N,7,0,1
5766316,5481428,2010-08-31,N,N,8,0,1
5766316,5481428,2010-09-30,N,N,9,0,1
5766316,5481428,2010-10-31,N,N,10,0,1
5766316,5481428,2010-11-30,N,N,11,0,1
5766316,5481428,2010-12-31,N,N,12,0,1
5766316,5481428,2011-01-31,N,N,13,0,1
5766316,5481428,2011-02-28,N,N,14,0,1
5766316,5481428,2011-03-31,N,N,15,0,1
5766316,5481428,2011-04-30,N,N,16,0,1
5766316,5481428,2011-05-31,N,N,17,0,1
5766316,5481428,2011-06-30,N,N,18,0,1
5766316,5481428,2011-07-31,N,N,19,0,1
5766316,5481428,2011-08-31,N,N,20,0,1
5766316,5481428,2011-09-30,N,N,21,0,1
5766316,5481428,2011-10-31,N,N,22,0,1
5766316,5481428,2011-11-30,N,N,23,0,1
5766339,5481446,2010-01-31,Y,Y,1,1,3
5766339,5481446,2010-02-28,Y,Y,2,1,3
5766339,5481446,2010-03-31,Y,Y,3,1,3
5766339,5481446,2010-04-30,Y,Y,4,1,3
5766339,5481446,2010-05-31,Y,Y,5,1,3
5766339,5481446,2010-06-30,Y,Y,6,1,3
5766339,5481446,2010-07-31,Y,Y,7,1,3
5766339,5481446,2010-08-31,Y,Y,8,1,3
5766339,5481446,2010-09-30,Y,Y,9,1,3
5766339,5481446,2010-10-31,Y,Y,10,1,3
5766339,5481446,2010-11-30,Y,Y,11,1,3
5766339,5481446,2010-12-31,Y,Y,12,1,3
5766339,5481446,2011-01-31,Y,Y,13,1,3
5766339,5481446,2011-02-28,Y,Y,14,1,3
5766339,5481446,2011-03-31,Y,Y,15,1,3
5766339,5481446,2011-04-30,Y,Y,16,1,3
5766339,5481446,2011-05-31,Y,Y,17,1,3
5766339,5481446,2011-06-30,Y,Y,18,1,3
5766339,5481446,2011-07-31,Y,Y,19,1,3
5766339,5481446,2011-08-31,Y,Y,20,1,3
5766339,5481446,2011-09-30,Y,Y,21,1,3
5766339,5481446,2011-10-31,Y,Y,22,1,3
5766339,5481446,2011-11-30,Y,Y,23,1,3
5766341,5481462,2010-01-31,Y,Y,1,0,2
5766341,5481462,2010-02-28,Y,Y,2,0,2
5766341,5481462,2010-03-31,Y,Y,3,0,2
5766341,5481462,2010-04-30,Y,Y,4,0,2
5766341,5481462,2010-05-31,Y,Y,5,0,2
5766341,5481462,2010-06-30,Y,Y,6,0,2
5766341,5481462,2010-07-31,Y,Y,7,0,2
5766341,5481462,2010-08-31,Y,Y,8,0,2
5766341,5481462,2010-09-30,Y,Y,9,0,2
5766341,5481462,2010-10-31,Y,Y,10,0,2
5766341,5481462,2010-11-30,Y,Y,11,0,2
5766341,5481462,2010-12-31,Y,Y,12,0,2
5766341,5481462,2011-01-31,Y,Y,13,0,2
5766341,5481462,2011-02-28,Y,Y,14,0,2
5766341,5481462,2011-03-31,Y,Y,15,0,2
5766341,5481462,2011-04-30,Y,Y,16,0,2
5766341,5481462,2011-05-31,Y,Y,17,0,2
5766341,5481462,2011-06-30,Y,Y,18,0,2
5766341,5481462,2011-07-31,Y,Y,19,0,2
5766341,5481462,2011-08-31,Y,Y,20,0,2
5766341,5481462,2011-09-30,Y,Y,21,0,2
5766341,5481462,2011-10-31,Y,Y,22,0,2
5766341,5481462,2011-11-30,Y,Y,23,0,2
5766346,5481478,2010-01-31,N,N,1,0,1
5766346,5481478,2010-02-28,N,N,2,0,1
5766346,5481478,2010-03-31,N,N,3,0,1
5766346,5481478,2010-04-30,N,N,4,0,1
5766346,5481478,2010-05-31,N,N,5,0,1
5766369,5481495,2010-01-31,Y,Y,1,1,3
5766369,5481495,2010-02-28,Y,Y,2,1,3
5766369,5481495,2010-03-31,Y,Y,3,1,3
5766369,5481495,2010-04-30,Y,Y,4,1,3
5766369,5481495,2010-05-31,Y,Y,5,1,3
5766369,5481495,2010-06-30,Y,Y,6,1,3
5766369,5481495,2010-07-31,Y,Y,7,1,3
5766369,5481495,2010-08-31,Y,Y,8,1,3
5766369,5481495,2010-09-30,Y,Y,9,1,3
5766369,5481495,2010-10-31,Y,Y,10,1,3
5766391,5481513,2010-01-31,Y,Y,1,1,3
5766391,5481513,2010-02-28,Y,Y,2,1,3
5766391,5481513,2010-03-31,Y,Y,3,1,3
5766391,5481513,2010-04-30,Y,Y,4,1,3
5766391,5481513,2010-05-31,Y,Y,5,1,3
5766391,5481513,2010-06-30,Y,Y,6,1,3
5766391,5481513,2010-07-31,Y,Y,7,1,3
5766391,5481513,2010-08-31,Y,Y,8,1,3
5766391,5481513,2010-09-30,Y,Y,9,1,3
5766391,5481513,2010-10-31,Y,Y,10,1,3
5766391,5481513,2010-11-30,Y,Y,11,1,3
5766391,5481513,2010-12-31,Y,Y,12,1,3
5766391,5481513,2011-01-31,Y,Y,13,1,3
5766391,5481513,2011-02-28,Y,Y,14,1,3
5766391,5481513,2011-03-31,Y,Y,15,1,3
5766391,5481513,2011-04-30,Y,Y,16,1,3
5766391,5481513,2011-05-31,Y,Y,17,1,3
5766391,5481513,2011-06-30,Y,Y,18,1,3
5766391,5481513,2011-07-31,Y,Y,19,1,3
5766391,5481513,2011-08-31,Y,Y,20,1,3
5766391,5481513,2011-09-30,Y,Y,21,1,3
5766391,5481513,2011-10-31,Y,Y,22,1,3
5766391,5481513,2011-11-30,Y,Y,23,1,3
5766411,5481532,2010-01-31,N,N,1,0,1
5766411,5481532,2010-02-28,N,N,2,0,1
5766411,5481532,2010-03-31,N,N,3,0,1
5766411,5481532,2010-04-30,N,N,4,0,1
5766411,5481532,2010-05-31,N,N,5,0,1
5766411,5481532,2010-06-30,N,N,6,0,1
5766411,5481532,2010-07-31,N,N,7,0,1
5766411,5481532,2010-08-31,N,N,8,0,1
5766411,5481532,2010-09-30,N,N,9,0,1
5766411,5481532,2010-10-31,N,N,10,0,1
5766411,5481532,2010-11-30,N,N,11,0,1
5766411,5481532,2010-12-31,N,N,12,0,1
5766411,5481532,2011-01-31,N,N,13,0,1
5766411,5481532,2011-02-28,N,N,14,0,1
5766411,5481532,2011-03-31,N,N,15,0,1
5766411,5481532,2011-04-30,N,N,16,0,1
5766411,5481532,2011-05-31,N,N,17,0,1
5766411,5481532,2011-06-30,N,N,18,0,1
5766411,5481532,2011-07-31,N,N,19,0,1
5766411,5481532,2011-08-31,N,N,20,0,1
5766411,5481532,2011-09-30,N,N,21,0,1
5766411,5481532,2011-10-31,N,N,22,0,1
5766411,5481532,2011-11-30,N,N,23,0,1
5766433,5481551,2010-01-31,N,N,1,1,2
5766433,5481551,2010-02-28,N,N,2,1,2
5766433,5481551,2010-03-31,N,N,3,1,2
5766455,5481569,2010-01-31,N,N,1,0,1
5766455,5481569,2010-02-28,N,N,2,0,1
5766455,5481569,2010-03-31,N,N,3,0,1
5766455,5481569,2010-04-30,N,N,4,0,1
5766476,5481587,2010-01-31,Y,N,1,1,3
5766476,5481587,2010-02-28,Y,N,2,1,3
5766476,5481587,2010-03-31,Y,N,3,1,3
5766476,5481587,2010-04-30,Y,N,4,1,3
5766476,5481587,2010-05-31,Y,N,5,1,3
5766476,5481587,2010-06-30,Y,N,6,1,3
5766476,5481587,2010-07-31,Y,N,7,1,3
5766476,5481587,2010-08-31,Y,N,8,1,3
5766476,5481587,2010-09-30,Y,N,9,1,3
5766476,5481587,2010-10-31,Y,N,10,1,3
5766476,5481587,2010-11-30,Y,N,11,1,3
5766476,5481587,2010-12-31,Y,N,12,1,3
5766476,5481587,2011-01-31,Y,N,13,1,3
5766476,5481587,2011-02-28,Y,N,14,1,3
5766476,5481587,2011-03-31,Y,N,15,1,3
5766476,5481587,2011-04-30,Y,N,16,1,3
5766476,5481587,2011-05-31,Y,N,17,1,3
5766476,5481587,2011-06-30,Y,N,18,1,3
5766476,5481587,2011-07-31,Y,N,19,1,3
5766476,5481587,2011-08-31,Y,N,20,1,3
5766476,5481587,2011-09-30,Y,N,21,1,3
5766476,5481587,2011-10-31,Y,N,22,1,3
5766476,5481587,2011-11-30,Y,N,23,1,3
5766498,5481606,2010-01-31,N,N,1,1,2
5766503,5481624,2010-01-31,Y,Y,1,1,3
5766503,5481624,2010-02-28,Y,Y,2,1,3
5766503,5481624,2010-03-31,Y,Y,3,1,3
5766503,5481624,2010-04-30,Y,Y,4,1,3
5766503,5481624,2010-05-31,Y,Y,5,1,3
5766503,5481624,2010-06-30,Y,Y,6,1,3
5766503,5481624,2010-07-31,Y,Y,7,1,3
5766503,5481624,2010-08-31,Y,Y,8,1,3
5766503,5481624,2010-09-30,Y,Y,9,1,3
5766503,5481624,2010-10-31,Y,Y,10,1,3
5766503,5481624,2010-11-30,Y,Y,11,1,3
5766503,5481624,2010-12-31,Y,Y,12,1,3
5766503,5481624,2011-01-31,Y,Y,13,1,3
5766503,5481624,2011-02-28,Y,Y,14,1,3
5766503,5481624,2011-03-31,Y,Y,15,1,3
5766503,5481624,2011-04-30,Y,Y,16,1,3
5766503,5481624,2011-05-31,Y,Y,17,1,3
5766503,5481624,2011-06-30,Y,Y,18,1,3
5766503,5481624,2011-07-31,Y,Y,19,1,3
5766503,5481624,2011-08-31,Y,Y,20,1,3
5766503,5481624,2011-09-30,Y,Y,21,1,3
5766503,5481624,2011-10-31,Y,Y,22,1,3
5766505,5481640,2010-01-31,N,N,1,1,2
5766505,5481640,2010-02-28,N,N,2,1,2
5766505,5481640,2010-03-31,N,N,3,1,2
5766505,5481640,2010-04-30,N,N,4,1,2
5766505,5481640,2010-05-31,N,N,5,1,2
5766505,5481640,2010-06-30,N,N,6,1,2
5766505,5481640,2010-07-31,N,N,7,1,2
5766505,5481640,2010-08-31,N,N,8,1,2
5766505,5481640,2010-09-30,N,N,9,1,2
5766505,5481640,2010-10-31,N,N,10,1,2
5766505,5481640,2010-11-30,N,N,11,1,2
5766505,5481640,2010-12-31,N,N,12,1,2
5766505,5481640,2011-01-31,N,N,13,1,2
5766505,5481640,2011-02-28,N,N,14,1,2
5766505,5481640,2011-03-31,N,N,15,1,2
5766505,5481640,2011-04-30,N,N,16,1,2
5766505,5481640,2011-05-31,N,N,17,1,2
5766505,5481640,2011-06-30,N,N,18,1,2
5766505,5481640,2011-07-31,N,N,19,1,2
5766505,5481640,2011-08-31,N,N,20,1,2
5766505,5481640,2011-09-30,N,N,21,1,2
5766505,5481640,2011-10-31,N,N,22,1,2
5766505,5481640,2011-11-30,N,N,23,1,2
5766043,5481164,2010-01-31,Y,N,1,0,2
5766043,5481164,2010-02-28,Y,N,2,0,2
5766043,5481164,2010-03-31,Y,N,3,0,2
5766043,5481164,2010-04-30,Y,N,4,0,2
5766043,5481164,2010-05-31,Y,N,5,0,2
5766043,5481164,2010-06-30,Y,N,6,0,2
5766043,5481164,2010-07-31,Y,N,7,0,2
5766043,5481164,2010-08-31,Y,N,8,0,2
5766043,5481164,2010-09-30,Y,N,9,0,2
5766043,5481164,2010-10-31,Y,N,10,0,2
5766043,5481164,2010-11-30,Y,N,11,0,2
5766043,5481164,2010-12-31,Y,N,12,0,2
5766043,5481164,2011-01-31,Y,N,13,0,2
5766043,5481164,2011-02-28,Y,N,14,0,2
5766043,5481164,2011-03-31,Y,N,15,0,2
5766043,5481164,2011-04-30,Y,N,16,0,2
5766043,5481164,2011-05-31,Y,N,17,0,2
5766043,5481164,2011-06-30,Y,N,18,0,2
5766043,5481164,2011-07-31,Y,N,19,0,2
5766043,5481164,2011-08-31,Y,N,20,0,2
5766043,5481164,2011-09-30,Y,N,21,0,2
5766043,5481164,2011-10-31,Y,N,22,0,2
5766043,5481164,2011-11-30,Y,N,23,0,2
5766045,5481180,2010-01-31,Y,Y,1,1,3
5766045,5481180,2010-02-28,Y,Y,2,1,3
5766045,5481180,2010-03-31,Y,Y,3,1,3
5766045,5481180,2010-04-30,Y,Y,4,1,3
5766045,5481180,2010-05-31,Y,Y,5,1,3
5766045,5481180,2010-06-30,Y,Y,6,1,3
5766045,5481180,2010-07-31,Y,Y,7,1,3
5766045,5481180,2010-08-31,Y,Y,8,1,3
5766045,5481180,2010-09-30,Y,Y,9,1,3
5766045,5481180,2010-10-31,Y,Y,10,1,3
5766045,5481180,2010-11-30,Y,Y,11,1,3
5766045,5481180,2010-12-31,Y,Y,12,1,3
5766045,5481180,2011-01-31,Y,Y,13,1,3
5766045,5481180,2011-02-28,Y,Y,14,1,3
5766045,5481180,2011-03-31,Y,Y,15,1,3
5766045,5481180,2011-04-30,Y,Y,16,1,3
5766045,5481180,2011-05-31,Y,Y,17,1,3
5766045,5481180,2011-06-30,Y,Y,18,1,3
5766045,5481180,2011-07-31,Y,Y,19,1,3
5766045,5481180,2011-08-31,Y,Y,20,1,3
5766045,5481180,2011-09-30,Y,Y,21,1,3
5766045,5481180,2011-10-31,Y,Y,22,1,3
5766045,5481180,2011-11-30,Y,Y,23,1,3
5766060,5481181,2010-01-31,Y,Y,1,1,3
5766060,5481181,2010-02-28,Y,Y,2,1,3
5766060,5481181,2010-03-31,Y,Y,3,1,3
5766060,5481181,2010-04-30,Y,Y,4,1,3
5766060,5481181,2010-05-31,Y,Y,5,1,3
5766060,5481181,2010-06-30,Y,Y,6,1,3
5766060,5481181,2010-07-31,Y,Y,7,1,3
5766060,5481181,2010-08-31,Y,Y,8,1,3
5766060,5481181,2010-09-30,Y,Y,9,1,3
5766060,5481181,2010-10-31,Y,Y,10,1,3
5766060,5481181,2010-11-30,Y,Y,11,1,3
5766060,5481181,2010-12-31,Y,Y,12,1,3
5766061,5481182,2010-01-31,Y,Y,1,0,2
5766066,5481198,2010-01-31,Y,Y,1,4,6
5766066,5481198,2010-02-28,Y,Y,2,4,6
5766066,5481198,2010-03-31,Y,Y,3,4,6
5766066,5481198,2010-04-30,Y,Y,4,4,6
5766066,5481198,2010-05-31,Y,Y,5,4,6
5766066,5481198,2010-06-30,Y,Y,6,4,6
5766088,5481216,2010-01-31,N,N,1,0,1
5766088,5481216,2010-02-28,N,N,2,0,1
5766088,5481216,2010-03-31,N,N,3,0,1
5766088,5481216,2010-04-30,N,N,4,0,1
5766088,5481216,2010-05-31,N,N,5,0,1
5766088,5481216,2010-06-30,N,N,6,0,1
5766088,5481216,2010-07-31,N,N,7,0,1
5766088,5481216,2010-08-31,N,N,8,0,1
5766088,5481216,2010-09-30,N,N,9,0,1
5766088,5481216,2010-10-31,N,N,10,0,1
5766088,5481216,2010-11-30,N,N,11,0,1
5766088,5481216,2010-12-31,N,N,12,0,1
5766088,5481216,2011-01-31,N,N,13,0,1
5766088,5481216,2011-02-28,N,N,14,0,1
5766088,5481216,2011-03-31,N,N,15,0,1
5766088,5481216,2011-04-30,N,N,16,0,1
5766088,5481216,2011-05-31,N,N,17,0,1
5766088,5481216,2011-06-30,N,N,18,0,1
5766088,5481216,2011-07-31,N,N,19,0,1
5766088,5481216,2011-08-31,N,N,20,0,1
5766088,5481216,2011-09-30,N,N,21,0,1
5766088,5481216,2011-10-31,N,N,22,0,1
5766088,5481216,2011-11-30,N,N,23,0,1
